ContextID	Compound	Mod	Head	ModAvg	ModStd	HeadAvg	HeadStd	Context
10553	city hall	city	hall	4.500000	0.707107	3.700000	1.766980	Occupy Tulsa CALL TO ACTION: We need some cameras and live stream, we have protesters who have chained themselves outside of city hall on 2nd & Cincinnati.
10554	city hall	city	hall	1.800000	1.549190	3.700000	1.828780	Ford to a television screen where the late night host exhibited a series of now-famous videos showing the mayor drunkenly threatening to kill someone, speaking in Jamaican patois at an Etobicoke diner and knocking over a council member in city hall chambers.
10555	city hall	city	hall	4.200000	1.549190	3.700000	2.057510	The country abounds in materials of the richest description, daily consumed, and worked up into the form of churches, banks, warehouses, and city halls, only needing the ordering // mind of the architect, to spring into shapes of elegance and fitness.
10556	city hall	city	hall	3.200000	1.932180	4.100000	0.994429	Worst c: f the lot, perhaps, is the basement dungeon of the detective bureau in La Salle street, half a block from the city hall..
10557	city life	city	life	4.200000	1.229270	2.400000	1.712700	Three of these cities, San Francisco, Sacra // mento and Marysville, have so much of city life and character, that we hardly recognize their newness.
10558	city life	city	life	3.400000	1.776390	2.700000	1.888560	She did not take kindly to city life, and the sight of a familiar face, which brought the country with it, was very welcome to her.
10559	city life	city	life	3.900000	1.663330	2.700000	2.057510	Yorkshire-born Zoe has left her city life behind and moved to the country with her family.
10560	city life	city	life	4.900000	0.316228	2.800000	1.619330	Visitors who love exquisite city life, this city offers them whenever the demand is made.
10561	city life	city	life	4.300000	1.059350	3.200000	1.686550	The street; and it is nothing remarkable that some thoughtful persons should hold our public schools responsible for adding to the dangers of city life for bright and attractive girls.
10562	city life	city	life	4.800000	0.421637	3.400000	2.011080	But if you prefer city life or just like to have a short break, then Bucharest may be the ideal location for you.
10563	city life	city	life	3.400000	2.170510	3.500000	1.900290	But in this Phil was...... was, after all, but the ebullition of a city conceit, --  a conceit which is apt to belong to all young men at some period of their novitiate in city life.
10564	city life	city	life	4.200000	1.549190	3.900000	1.100500	When or how...... of wealth or family and educated with schoolmates from similar homes get that understanding of others, that sympathetic insight necessary in city life, unless he or she gets it in the common school?
10565	city life	city	life	4.500000	0.971825	4.500000	1.080120	When city life starts to become a little overwhelming, the tree covered paradise of Ilha Grande provides a spot of welcome relief with sandy beaches you can actually sprawl on, calm turquoise waters and lush forests the energetic can hike through.
10566	city life	city	life	4.900000	0.316228	4.600000	0.699206	Bio: Steve Volk has been working as a city reporter since 1997, covering every facet of city life - particularly crime, cops, courts, politics and education - for alt.
10567	city wall	city	wall	4.700000	0.483046	3.900000	1.663330	The hotel is located just outside the station - great for the shuttle train from the airport - and is only a short walk from the medieval city walls and historic pedestrianised streets of Krakow 's amazing Old Town.
10568	city wall	city	wall	3.600000	1.776390	4.000000	1.414210	"I shall see that such orders are issued for the future as shall keep those attached to my division within the city walls. """
10569	city wall	city	wall	4.400000	1.577620	4.200000	1.619330	So, when the multitude of vessels cleared the city walls, and with music and songs dashed into the open lake, the very water seemed to dance and quiver with a sensuous pleasure.
10570	city wall	city	wall	4.400000	0.699206	4.300000	1.059350	Inside the city walls, each group of the population had their own quarters.
10571	city wall	city	wall	4.500000	0.707107	4.500000	0.971825	But here, after a month or two of kindly growth, the leaves of the young...... nearest the city wall, were still in their tender half-development.
10572	city wall	city	wall	4.000000	1.763830	4.500000	1.269300	There was 15 so much noise that I could not say that the shots were 16 definitely coming from the city walls, and I did not 17 actually see who was firing the shots.
10573	city wall	city	wall	3.200000	1.932180	4.500000	1.581140	Krems - this exceptionally beautiful, historical market town features a multitude of superbly restored sacred buildings, burgher houses and an ancient city wall.
10574	city wall	city	wall	4.300000	0.823273	4.600000	0.699206	Illustration: The death of Absalom Then Joab sent two messengers to carry news of the victory to the king, who sat between the city gates, while a watchman stood over the gates on the city wall.
10575	city wall	city	wall	4.500000	1.269300	4.600000	1.264910	10 ) Raikhad, Protection zone Core - Gaikwad haveli fort, vestiges of city wall barbican and Khanjahan darwaja.
10576	city wall	city	wall	4.500000	1.269300	4.900000	0.316228	We reached the edge of the city and there we struck the city wall, along the top of which we walked until we discovered we were going in a half-circle.
10577	coagulation time	coagulation	time	3.800000	2.097620	3.000000	2.581990	Clotting screen, including prothrombin time, coagulation time and partial thromboplastin time.
10578	coagulation time	coagulation	time	3.700000	1.946510	3.100000	2.183270	ADD ' L TESTS: Multi channel 24 blood profile, CBC with differential, thyroid panel, ESR, C-reactive protein, CPK, immunocompetency survey, selected tumor markers, coagulation time.
10579	coagulation time	coagulation	time	4.200000	1.316560	3.400000	2.011080	"According to the medical report today, "" they are suffering liver malfunction, delay in coagulation times due to lack of vitamin C intake, low heart rate with occasional arrhythmia, hypoglycemia and reduced white blood cell count."
10580	coagulation time	coagulation	time	5.000000	0.000000	3.600000	1.712700	I know they gave her several transfusions of plasma to increase her platelet count and to increase her coagulation times.
10581	coagulation time	coagulation	time	3.400000	1.776390	3.900000	1.100500	In the treatment groups a tendency to decreased coagulation time (from 3.16 to 2.40 minutes ) was noticed.
10582	coffee house	coffee	house	3.100000	2.131770	1.300000	1.828780	Why, the young mad-caps, ' answered the Captain, have been overheard at the coffee house, declaring their intention to quit the city by the first opportunity and join the patriot army.
10583	coffee house	coffee	house	4.800000	0.632456	1.600000	1.646550	This morning, instead of going directly to my office, I spent about an hour at a coffee house near campus.
10584	coffee house	coffee	house	4.500000	0.707107	1.600000	1.712700	In the late 1600 s, a coffee house owned by one Edward Lloyd became a meeting place for merchants, ship owners, ship captains, insurance brokers, and others involved in overseas trade.
10585	coffee house	coffee	house	4.100000	1.595130	1.900000	1.969210	Here 's how it works: Visit the Wiki site, nominate Sacramento as your favorite food city if someone already has n't, and then start adding your favorite local coffee houses, wine shops and so forth.
10586	coffee house	coffee	house	3.500000	2.013840	2.000000	1.885620	After I left you at the coffee house, I passed out and went on my way...... Brazilian officers, one of whom had come out of the coffee house before me.
10587	coffee house	coffee	house	4.200000	1.619330	2.000000	1.943650	Just as coffee houses spread all over Europe in the 17th century, they were also opened in America in the late 17th century.
10588	coffee house	coffee	house	4.700000	0.674949	2.100000	1.969210	We looked at one another in thorough amazement, and then by one impulse quietly walked out of tho shop and hastening to the coffee house.
10589	coffee house	coffee	house	4.400000	1.264910	2.400000	1.837870	During periods of nervous strain, when her mind is vibrating with plans for a new coffee house, she finds her chief diversion in playing Canfield.
10590	coffee house	coffee	house	3.800000	2.043960	2.400000	2.118700	"To Pope, the young Scot, with his good looks and "" silver voice, "" his talents and his frank hero worship, came as a relief from the oppressive smartness of the coffee houses."
10591	coffee house	coffee	house	2.700000	2.496660	2.700000	2.213590	At the end of 1967, Fred Gardner had launched the GI coffee house movement by establishing the United Freedom Organization (UFO ) in Columbia, SC as an alternative to the officially-sanctioned United Service Organizations (USO ).
10592	college boy	college	boy	3.300000	2.057510	3.600000	1.955050	"Before her, dressed in a jaunty parka of Siberian squirrel-skin, was her frank-faced college boy, he of the Phi Beta Ki. """
10593	college boy	college	boy	4.300000	1.567020	3.800000	1.619330	When he used to frequent this pretty spot as a college boy, it had seemed to him the ideal place for a love scene-much better than the steps of a hotel.
10594	college boy	college	boy	3.800000	1.813530	3.900000	1.523880	"But I am looking far ahead for my college boys, "" she added with a smile; "" at least I trust so; for you are over young yet to be looking for life partners. """
10595	college boy	college	boy	3.900000	1.663330	4.000000	1.632990	BC: Well, I was just a college boy.
10596	college boy	college	boy	3.800000	1.619330	4.100000	0.994429	"For a moment the two boats floated side by side, while the young men interchanged compliments and jokes, for a river is a highway where all travellers may salute each other, and college boys are "" Hail fellow!"
10597	college boy	college	boy	4.400000	0.966092	4.300000	1.059350	It was a college picture and I played a college boy.
10598	college boy	college	boy	4.000000	1.699670	4.300000	1.251670	I think you 're being a bit patronising suggesting that those born after 1985 ca n't appreciate music not made by white college boys with guitars from before that era.
10599	college boy	college	boy	3.200000	2.201010	4.300000	1.251670	She 's immature and wants to fit in with her college boy friend 's group who are anti everything.
10600	college boy	college	boy	3.800000	1.751190	4.600000	0.699206	The doctor remembered White as one of the negative figures of his early months in Chicago, --  a smiling, slim, youthful college boy.
10601	college boy	college	boy	3.400000	2.065590	4.800000	0.632456	I lived with 3 college boys and I do n't think they knew much about taking care of dogs.
10602	college day	college	day	3.800000	1.398410	2.200000	1.549190	I remember I succeeded in getting on him what in my college days I learned was called a half-Nelson.
10603	college day	college	day	3.100000	2.131770	2.600000	1.776390	Casting her mind back to her interrupted college days, she decides to hook up with her old boy friend Will Allenby, the one she was supposed to marry before Joe Davitch swept her off her feet.
10604	college day	college	day	3.300000	2.162820	2.700000	1.636390	August 18, 2012 - Welcome Week is one of the most exciting times to be a Buckeye-whether you 're a first-year student or an alum remembering your own college days!
10605	college day	college	day	3.500000	1.957890	2.800000	1.932180	His school and college days were more remarkable for quiet work than for any remarkable achievements.
10606	college day	college	day	3.300000	1.946510	2.800000	2.440400	This was a welcome link with the busier world outside Dunport; this was what he had missed since he had ended his college days, a gleam of cosmopolitan sunshine, which made the provincial fog less attractive than ever.
10607	college day	college	day	3.400000	2.011080	3.000000	1.763830	Even though we are far away from our starving college days, we are still avid coupon users for our weekly date night.
10608	college day	college	day	4.800000	0.632456	3.200000	1.813530	During his college days his stories and articles were published in the Haverfordian which he also edited for a time.
10609	college day	college	day	4.600000	1.264910	3.400000	1.837870	There is something beautiful about one 's college days, something that one treasures all his life.
10610	college day	college	day	3.900000	1.523880	3.600000	1.955050	Once launched upon my college days, Timmins went on with all sails spread.
10611	college day	college	day	3.666670	1.936490	4.222220	1.641480	At least five college days notice of a general meeting must be given to the club membership.
10612	college friend	college	friend	3.500000	2.223610	3.800000	2.097620	Updated: Tuesday, May 13 2014 2:26 2:26 AM EDT 20 14-05-13 06:26:2 7 GMTThree college friends of Boston Marathon bombing suspect Dzhokhar Tsarnaev are asking a federal judge to have their cases tried outside of Massachusetts.
10613	college friend	college	friend	3.700000	1.567020	3.900000	2.079000	At the close of the year, in the summer of 18b ' 7, he sailed for Europe in company with a college friend.
10614	college friend	college	friend	3.500000	1.840890	4.000000	1.885620	"Another of his college friends has said: "" As might be expected, Bushnell threw all his manhood into his new life."
10615	college friend	college	friend	4.200000	1.032800	4.200000	1.475730	One peg was an old college friend, another a Democrat except in Presidential elections.
10616	college friend	college	friend	2.600000	2.221110	4.200000	1.549190	She does n't want to lose her Facebook account, which is the primary way she keeps in touch with high school and college friends and is the place she and her husband post their family photos.
10617	college friend	college	friend	3.100000	1.663330	4.400000	0.966092	The invitation was accepted, and accordingly in December of 1853 these two college friends started for Europe, going first to London and then to Paris.
10618	college friend	college	friend	3.900000	1.523880	4.700000	0.674949	Code Anchor - In this case the lead singer is a college friend (Dan Keller ), but I think you will agree that his voice is universally kickass.
10619	college friend	college	friend	4.400000	1.074970	4.700000	0.948683	My recent findings, via a college friend, are frightening.
10620	college friend	college	friend	4.000000	1.054090	4.800000	0.421637	I 'm so sorry to hear about the death of your college friend.
10621	college friend	college	friend	4.300000	1.059350	4.800000	0.421637	The holidays arrived, and with them the three brothers, for during the first few weeks of the Oxford vacation Claude accompanied Lord Rotherwood on visits to some college friends, and only came home the same day as the younger ones.
10622	college life	college	life	4.400000	0.699206	2.300000	2.213590	"(PICTURES ) "" customer service "" "" helpful "" advice actually totally reasonable bathroom birthday blitzkrieg approach California Canada CAPS LOCK Christmas cleaning clip art catastrophe college life crazypants D.C. dishes dogs e-mail excessive underlining exclamation-point happy!!!"
10623	college life	college	life	3.500000	1.900290	2.400000	1.955050	WINS students are paired with an alumni mentor who help with the transition to college life.
10624	college life	college	life	4.700000	0.483046	3.100000	1.523880	She began her own college life in a supportive and friendly community college similar to CSCC, and her positive experiences there made every difference in her life.
10625	college life	college	life	4.200000	1.316560	3.100000	1.663330	This is especially true of college life, when we first assume the titles without the responsibilities of manhood, and the President of our year is apt to become our Plancus very early.
10626	college life	college	life	4.600000	0.699206	3.200000	1.549190	It deters many a worthy man, and has the tendency to make the other general expenses of college life abnormally great.
10627	college life	college	life	4.400000	1.577620	3.200000	1.813530	We have not yet come to a point where college life is taken solemnly enough to make such a. census possible.
10628	college life	college	life	4.800000	0.421637	3.300000	1.828780	You are going into college life, boys, and you must take care of your bodies.
10629	college life	college	life	4.800000	0.421637	3.400000	1.712700	"Reasons given by Michigan Gargoyle Business Manager Carl U. Fauster, President of the Association, were: "" College Humor...... false impressions about college life."
10630	college life	college	life	4.800000	0.421637	3.600000	1.577620	This list is meant more to let you know of things that you might forget to pack and that, if you bring them, just might make your college life a little easier.
10631	college life	college	life	4.800000	0.421637	4.000000	1.333330	He went away, To mix again with college life and scenes.
10632	college student	college	student	4.700000	0.674949	4.400000	1.074970	It will be long remembered at Yale, as an extraordinary production, for two or three young men to achieve during the short intervals enjoyed by the college student.
10633	college student	college	student	4.900000	0.316228	4.600000	1.264910	When his top deputy made an incredibly hateful speech to cheering black college students, Farrakhan said he did n't like the way the speech was phrased, but he did n't disagree with the message.
10634	college student	college	student	4.200000	1.686550	4.700000	0.674949	It is seen among college students in their choice of elective courses; for they often seem to have no strong interest beyond that of avoiding hard work.
10635	college student	college	student	4.100000	1.595130	4.700000	0.948683	I 'm a college student actually, but honest kris you 're obviously too immature to have a good debate with cause you ca n't take mild criticism.
10636	college student	college	student	4.300000	1.251670	4.800000	0.421637	As someone who spends a lot of time with college students discussing their sexual attitudes, none of that surprises me.
10637	college student	college	student	4.700000	0.674949	4.800000	0.421637	I have to go to campus and sit there like a real college student.
10638	college student	college	student	4.500000	1.581140	4.800000	0.632456	"The question discussed in the pamphlet and the one really at issue between the advocates and the opponents of the "" Harvard System, "" concerns the kind and amount of election of his studies which should be allowed to the college student."
10639	college student	college	student	4.600000	0.966092	4.900000	0.316228	I know of no better way to find out what the American college student wants than to...... to decide whether or not we are giving him what he wants and whether what he wants is worth giving him at all.
10640	college student	college	student	4.600000	0.843274	5.000000	0.000000	Christmann and Badgett (2000 ) compared the academic achievement levels of college students who had classes that used traditional methodology with those of college students who had classes in which CAI was used as a supplement to traditional methodology.
10641	college student	college	student	4.000000	1.699670	5.000000	0.000000	"But I thought --  I thought you was a college student. """
10642	comparison spectrum	comparison	spectrum	2.600000	2.221110	2.200000	2.149940	Note the redshift of the hydrogen lines in the source relative to the comparison spectrum.
10643	comparison spectrum	comparison	spectrum	3.300000	1.766980	2.900000	2.079000	For instance, the iron lines of a star may be all on the left of the corresponding ones in the comparison spectrum.
10644	comparison spectrum	comparison	spectrum	4.300000	0.823273	3.400000	1.837870	In the manual (A User 's Guide to Reducing Slit Spectra with IRAF ) it is mentioned that the first step is the extract a comparison spectrum from the object.
10645	concept album	concept	album	2.000000	2.108190	3.300000	2.311810	"Queen II was somewhat of a "" concept album "", split into "" White Side "" vs. "" Black Side ""."
10646	concept album	concept	album	2.800000	2.149940	3.800000	1.813530	The record that arose out of those writing jags, Bleeding Heart Graffiti, is a concept album about the beginning, middle, and end of a relationship.
10647	concept album	concept	album	2.900000	1.370320	4.400000	1.349900	Indeed, Allard concept albums like Fats Waller and Thad Jones songbooks or the meetings with Charlie Haden, Abbey Lincoln, and Cheick-Tidiane Seck & The Mandinkas are a much better collection than his concept albums of the '50 s and '60 s.
10648	concept album	concept	album	2.400000	1.837870	4.500000	1.269300	I knew and liked the Green Day concept album that the show is based on, but knew little beyond that going in.
10649	concept album	concept	album	3.500000	1.354010	4.800000	0.421637	It 's not like American Gangster, it 's not a Beatles concept album.
10650	conservation area	conservation	area	3.900000	1.523880	3.700000	1.828780	Set in one of Brighton 's most popular conservation areas, this Brighton guest house offers all you need for a relaxing, comfortable and memorable city short break by the sea.
10651	conservation area	conservation	area	4.300000	0.823273	3.900000	1.663330	Being in a conservation area does not in itself stop you from an installation.
10652	conservation area	conservation	area	3.500000	1.433720	4.000000	1.247220	If I trimmed my hedge in a conservation area by 10% three times would I still need permission?
10653	conservation area	conservation	area	3.700000	1.418140	4.100000	1.100500	Another form of legislation available to a Local Planning Authority, that can be successful in relation to listed buildings and conservation areas, is Section 215 Notice of the Town and Country Planning Act 1990.
10654	conservation area	conservation	area	4.200000	1.549190	4.600000	0.966092	In almost all cases, there is no need to seek planning permission to install solar collectors on your roof, however check with your Local Authority, especially if you are planning to install onto a listed building or if you reside within a conservation area.
10655	construction paper	construction	paper	1.000000	1.247220	3.800000	2.043960	Cut two rounded eyes out of the blue construction paper, and then cut two long slits out of gray construction paper for the cat 's pupils.
10656	construction paper	construction	paper	1.200000	2.043960	3.900000	2.079000	Next, cut out a heart from red construction paper, making sure it will fit inside your handprint 3.
10657	construction paper	construction	paper	1.700000	1.828780	4.100000	1.523880	Cut out two 4 - by -3 - inch rectangles from your construction paper.
10658	construction paper	construction	paper	1.100000	1.728840	4.500000	1.581140	"You need 9 "" X 12 "" colored construction paper, scissors, paste, and your choice of crayons, paint, or inks, and glitter."
10659	construction paper	construction	paper	1.500000	2.013840	4.800000	0.632456	Have each child in turn dip all five fingers of one hand into the paint in the lids and then press them on a sheet of white construction paper to make prints.
10660	consultation paper	consultation	paper	3.200000	1.549190	2.700000	1.888560	Of the 25 wards proposed in the Council 's Phase 1 consultation response, the Government 's Phase 2 consultation paper identified 20 as qualifying for Assisted Area status.
10661	consultation paper	consultation	paper	2.600000	2.065590	3.200000	1.873800	The Government 's consultation paper on the future of the UK drug strategy was due out on Friday 15 June, but has apparently been delayed for a ' few weeks '.
10662	consultation paper	consultation	paper	3.600000	1.712700	3.600000	1.429840	The consultation paper rightly identifies some of the issues notably ghetto-isation of non working people of working age, lack of mobility, long waiting lists, and the current inability to house anyone in the social sector other than those in need which perpetuates these problems.
10663	consultation paper	consultation	paper	3.700000	1.418140	3.600000	1.897370	A further copy of the consultation paper together with comments received from Members ' have been placed in the Members ' Room at the Guildhall, Gainsborough.
10664	consultation paper	consultation	paper	4.200000	1.032800	4.300000	0.823273	The Small Talk in September 2001 looked at recently released consultation papers from the Arts Council of England and London Arts.
10665	consumer protection	consumer	protection	3.700000	1.702940	3.400000	1.577620	Check with your state Insurance Commissioner or state consumer protection agency.
10666	consumer protection	consumer	protection	3.800000	1.873800	3.700000	2.110820	The Office of Fair Trading (OFT ) said the Government 's plans to radically reform the UK 's consumer protection regime could lead to a weakening of the way consumer law is enforced.
10667	consumer protection	consumer	protection	4.600000	1.264910	4.100000	1.100500	""" EU citizens can trust that sound and independent scientific advice is being used to ensure the highest level of consumer protection and food safety throughout Europe."
10668	consumer protection	consumer	protection	4.500000	1.269300	4.100000	1.663330	We can help win economic fairness by asking lawmakers to support the following consumer protection bills.
10669	consumer protection	consumer	protection	5.000000	0.000000	4.300000	1.059350	"From 1993 to 1998, he helped lead the National Health Federation, an organization that promote "" freedom of choice "" in health matters, which is doublespeak meaning: opposition to consumer protection laws against marketers deceptively promoting non-validated and invalidated products and services to consumers."
10670	convenience food	convenience	food	2.700000	1.251670	4.600000	0.699206	The majority of women and many children have diets that are deficient in iron, and zinc levels appear to be falling as the consumption of convenience foods rises.
10671	convenience food	convenience	food	4.000000	1.763830	4.800000	0.421637	""" The majority of people in Lightwater are not interested in having an additional shop in the line of a convenience food store, "" said Cllr Dodds."
10672	convenience food	convenience	food	2.888890	1.691480	4.888890	0.333333	I much prefer home cooked grub to the convenience foods that are so widely available today.
10673	convenience food	convenience	food	3.700000	1.494430	4.900000	0.316228	Our Vision To be a leading and highly regarded Food Company providing fresh high quality locally farmed poultry and complementary convenience food products and brands to customers and consumers by being the most effective and efficient organisation of our kind in the industry.
10674	convenience food	convenience	food	3.700000	1.337490	5.000000	0.000000	I think if you give in to all those convenience foods and processed stuff, that 's when the grocery budget blows up.
10675	copper cylinder	copper	cylinder	3.500000	2.068280	3.400000	2.366430	He had a type of pole with a copper cylinder at the top, this cylinder contained a white powder which emited a gas which he would light, after turning on the landing gas lamp he would hold up this flame and light the landing lamp.
10676	copper cylinder	copper	cylinder	4.000000	1.247220	3.600000	1.646550	Melick drew them forth, and the contents of the mysterious copper cylinder resolved themselves into two packages.
10677	copper cylinder	copper	cylinder	3.900000	1.663330	3.800000	1.873800	There were two day-rooms, each measuring 10 feet by 8 feet; there was also a small open fire, which heated a copper cylinder to provide all the hot water there was.
10678	copper cylinder	copper	cylinder	4.000000	1.247220	4.200000	1.316560	""" I dare say the writer picked up that papyrus and the copper cylinder in China or Japan, and made use of it in this way. """
10679	copper cylinder	copper	cylinder	4.200000	1.475730	4.400000	1.264910	"Mecham examined this, and to his surprise a copper cylinder rolled out from under a spirit tin. """
10680	copper cylinder	copper	cylinder	4.800000	0.632456	4.500000	1.581140	Shelving space above to side of immersion heated copper cylinder.
10681	copper cylinder	copper	cylinder	4.800000	0.632456	4.600000	0.699206	Carpeted First Floor Landing Opaque double glazed window to side, access to loft, airing cupboard housing lagged copper cylinder and shelving.
10682	copper cylinder	copper	cylinder	4.800000	0.421637	4.700000	0.483046	Consisting of a copper cylinder, an iron rod, an asphalt stopper, and a small earthenware jar, the Baghdad Battery was filled with an unknown electrolytic solution and may have been used for electroplating.
10683	copper cylinder	copper	cylinder	4.700000	0.674949	4.700000	0.483046	The copper cylinder was fastened to a spar attached to the bow of a small steam-launch.
10684	copper cylinder	copper	cylinder	4.900000	0.316228	4.800000	0.421637	""" They say the pump 's inside that there big copper cylinder, "" explained a man standing near him. """
10685	copper mine	copper	mine	3.800000	1.813530	3.700000	1.828780	As to copper mines, they owned them here and there all the way from Lake Superior to Cuba and Valparaiso.
10686	copper mine	copper	mine	4.700000	0.674949	4.200000	1.619330	By about 3800 BC copper mines are also worked in the Sinai peninsula.
10687	copper mine	copper	mine	4.000000	1.763830	4.400000	1.074970	The copper mines were mined more or less continuously from the Early Bronze age to the Early Roman period.
10688	copper mine	copper	mine	4.700000	0.674949	4.600000	0.699206	Long droughts killed its sheep and ruined its crops; while the copper mines were found to be worked out.
10689	copper mine	copper	mine	4.500000	1.269300	4.600000	0.966092	The copper mines afford occupation for thousands of people now.
10690	copper mine	copper	mine	3.700000	2.002780	4.700000	0.483046	Pearceite, an uncommon silver mineral, in beautiful hexagonal crystals, from a copper mine in Spain.
10691	copper mine	copper	mine	4.000000	1.885620	4.700000	0.483046	From an intelligent merchant, however, be learned that the department of Santa Rosa was one of the...... wheat and other agricultural products, as well as containing silver and copper mines.
10692	copper mine	copper	mine	4.600000	0.966092	4.700000	0.483046	The copper mines...... the fields were uncultivated, the sheep untended, and the colony experienced a short period of rapid decline.
10693	copper mine	copper	mine	4.800000	0.421637	4.700000	0.674949	A Canadian mining company has come one step closer to building a mile-wide, half-mile-deep open-pit copper mine on public land 30 miles south of Tucson.
10694	copper mine	copper	mine	4.700000	0.483046	4.700000	0.674949	Tucson, AZ - A banner was suspended from a downtown bridge in opposition to mining (possibly a reference to planned copper mines in Arizona ).
10695	copper plate	copper	plate	4.300000	1.567020	2.600000	2.118700	Rare early folding copper plate engraved map of the Isle of Thanet and the Thames Estuary.
10696	copper plate	copper	plate	3.700000	1.946510	2.700000	1.946510	The earliest processes likely to be found in collections are daguerreotypes - mercury / silver image on silver-plated copper plate (1840 s ), ambrotypes - silver image on glass plate and albumen print - silver image on fine artist 's papers (1850 s ).
10697	copper plate	copper	plate	4.100000	1.911950	2.700000	2.002780	The stamped ore, in the form of fine sand, is carried by a stream of water over inclined copper plates covered with mercury, with which is mixed a little metallic sodium.
10698	copper plate	copper	plate	3.700000	1.251670	2.700000	2.162820	Whittow & Harris continued to be recorded in directories at 31 Shoe Lane until 1825 and to trade in copper plates bearing their name.
10699	copper plate	copper	plate	4.200000	1.619330	2.800000	2.097620	These drawings, aside from the taste and knowledge of architecture, look like copper plate, and are the most beautiful I have ever seen.
10700	copper plate	copper	plate	3.900000	2.079000	3.000000	2.108190	James Lahee is included here for his significance as one of the first specialist copper plate printer for artists to be recognised in the publication line on the print itself.
10701	copper plate	copper	plate	4.300000	1.636390	3.100000	2.079000	Nearly the whole of the free gold is caught by the mercury, for which it has a great affinity, and accumulates as amalgam on the copper plates, from which it is cleaned off every twelve hours.
10702	copper plate	copper	plate	4.700000	0.674949	3.400000	1.712700	"Limited Restrike of the momunental Bretez-Turgot plan of Paris Depicting Every Tree and Building printed by the Louvre from original copper plates 254 x 328 CM (100 "" x 129 "" ) 20 sheet plus key sheet."
10703	copper plate	copper	plate	4.000000	1.563470	3.700000	1.828780	The preliminary treatment consists in singeing off the downy pile and loose threads by drawing the cloth over hot copper plates or through a series of gas flames.
10704	copper plate	copper	plate	4.800000	0.632456	4.500000	0.849837	"A copper plate is polished, covered with a thin coating of "" etching ground "" (which may consist of white wax, gum mastic, and asphaltum ), and the latter smoked over."
10705	copper wire	copper	wire	4.100000	1.728840	4.100000	1.663330	The small golden droplets which hung from the Frenchman 's ears, were made to give way to a more massive ornament of shells, cunningly strung upon a hoop of copper wire.
10706	copper wire	copper	wire	4.300000	1.337490	4.300000	1.337490	For most premises, copper wires will still be the final link to the network.
10707	copper wire	copper	wire	4.300000	1.337490	4.300000	1.337490	The ends of the platinum wire were soldered to two stout copper wires which passed through the base of the shade and could be connected with a battery.
10708	copper wire	copper	wire	4.100000	1.911950	4.400000	1.577620	Fibre (FTTx ) broadband technology has been a popular talking point of 2007, with many claiming that the UK risks falling behind other countries unless we replace our ageing copper wire based networks to keep up with global competition and bandwidth requirements.
10709	copper wire	copper	wire	4.600000	0.699206	4.500000	1.080120	The coil of this galvanometer is of copper wire one eighth of an inch......, which are astatic.
10710	copper wire	copper	wire	4.700000	0.674949	4.700000	0.483046	But I just cannot find 2.5 mm solidcore copper wire, and also the ferrite rings with are made from 3001 material 4 cm diameter.
10711	copper wire	copper	wire	4.400000	1.577620	4.800000	0.421637	The men helped him quickly to his feet and as quickly readjusted the cover, but not before he had seen that the drum-shaped objects were in fact great wooden spools on which were wound thousands and thousands of yards of large copper wire.
10712	copper wire	copper	wire	4.500000	1.581140	4.800000	0.632456	ELF magnetic fields generated by IC 's and copper wire are not natural, internal devices.
10713	copper wire	copper	wire	4.300000	1.251670	4.800000	0.632456	Hereupon the truth of the law of supply and demand was vindicated by Thomas B. Doolittle 's invention of harddrawn copper wire.
10714	copper wire	copper	wire	5.000000	0.000000	5.000000	0.000000	The selenite is carved into a rounded 3 sided heavy shaft with three interlinking spirals augmented with copper wire.
10715	corn dog	corn	dog	2.600000	2.221110	0.000000	0.000000	I 'm a vegetarian too, but I never even considered making veggie-friendly corn dogs.
10716	corn dog	corn	dog	1.500000	2.013840	0.100000	0.316228	It can be served on a stick (like the corn dog ) or on a bone as well.
10717	corn dog	corn	dog	2.600000	2.011080	0.500000	1.581140	I eat one corn dog a year too, at our local fair!
10718	corn dog	corn	dog	2.600000	1.955050	0.600000	1.577620	I love corn dogs, but I 'm weird about frying things and ca n't really see sticking batter-dipped hot dogs into piping hot oil ending well for me!
10719	corn dog	corn	dog	2.100000	2.282790	0.600000	1.577620	I used a disheveled Wikihow recipe for the corn dogs, replacing full sized frankfurters with cocktail wieners.
10720	country air	country	air	2.900000	2.024850	3.400000	1.776390	He suffered from asthma and was often sent as a child for fresh country air to Quaker friends in nearby Teesdale, a place rich in wild flowers.
10721	country air	country	air	1.900000	1.969210	3.500000	2.068280	"Again he says: "" the air of our London rooms is loaded with this organic dust, nor is the country air free from its presence."
10722	country air	country	air	2.000000	2.211080	3.800000	1.873800	The country air and quiet life have n't done you any harm either.
10723	country air	country	air	3.500000	1.715940	3.900000	1.100500	There are countless idyllic locations to bask in the fresh country air and enjoy an intimate picnic or family gathering.
10724	country air	country	air	2.000000	1.825740	3.900000	1.728840	Indeed, the novelty, and perhaps the pleasant country air, seemed to revive them, and lessen the fever.
10725	country air	country	air	3.600000	1.505550	4.500000	0.849837	There are a number of options for enjoying the fresh country air and scenery around Udaipur.
10726	country air	country	air	2.200000	1.988860	4.500000	0.971825	He was in want of an easy berth in good country air, where he could pick up his strength and fit himself for entering college to train for the secular priesthood in a couple of years.
