ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
30266	pass down	pass	down	3.400000	1.074970	The blood then returns to the left auricle, passes down through the valve on that side into the left ventricle, whence it is pumped out through the aorta to be distributed to all parts of the body.
30267	move down	move	down	3.400000	1.264910	We 've lived in Redwood City for 5 years now but tonight was the first time that we ever saw a train moving down the tracks along Chestnut Street.
30268	cool down	cool	down	3.400000	1.505550	And now it 's got to cool down till it 's just right.
30269	pin down	pin	down	3.400000	1.505550	Three of the leading soldiers were pinned down by enemy crossfire.
30270	track down	track	down	3.400000	1.646550	"He is searching for me; he has tracked me down! """
30271	knock down	knock	down	3.400000	1.837870	"He heard Grace give utterance to a scarcely audible laugh, but at that moment Hippy Wingate did not feel like laughter, for in Lum Bangs he recognized the "" constable "" whom he had knocked down and driven from the Overland camp by the cornfield."
30272	knock down	knock	down	3.400000	2.221110	The sea give you a clout once knocked you down, and......, but lie there for the rest of your life howling bloody murder.
30273	drop down	drop	down	3.454550	1.967920	Once more Tom paused to draw his breath and wipe his eyes, and was again moving on, when a little figure suddenly dropped down beside him, from the crest of a huge bowlder at the road-side.
30274	close down	close	down	3.500000	0.849837	...... shopkeeper in Oxford Street, London, who hung out the sign: CLOSED DOWN JOINED UP.
30275	drive down	drive	down	3.500000	1.433720	There they remained in freedom, though the English did their best to coax them to come down and enjoy the blessings of slavery again, and though they tried their utmost to drive them down from the cliffs by means of soldiers and guns.
30276	send down	send	down	3.500000	1.509230	"Allah calls His Book a light when He says, "" We sent down a clear Light to you, "" (4:17 4 ) He also called His Prophet light where He says, "" A Light has come to you from Allah and a clear Book."
30277	strike down	strike	down	3.500000	1.509230	--  In darker wrath, the savage raised His arm, and, even as the Widow knelt, He struck her down!
30278	shoot down	shoot	down	3.500000	1.581140	""" You sure you did n't crack the old noggin when you were shot down?"
30279	walk down	walk	down	3.500000	1.581140	When you walk down a street, you are very unlikely to be randomly gunned down.
30280	move down	move	down	3.500000	1.581140	BOWLER and CHARDLY, who have moved down between table E. and sofa H. forming...... a low tone. )
30281	lie down	lie	down	3.500000	1.649920	"You know I do n't want to go and lie down, do n't you? """
30282	come down	come	down	3.500000	1.715940	Calvin Stedman Comes down, L. of table I left a pair of handcuffs on the table.
30283	shoot down	shoot	down	3.500000	1.715940	Others of the miserable Huguenots, warned by the Indians that they could no longer harbor, were shot down by the pursuing Spaniards, as they fled in terror through the forests.
30284	shoot down	shoot	down	3.500000	1.779510	He himself was shot down but baled out safely from his Spitfire I (P 9375 ) at 16:30 hrs.
30285	hold down	hold	down	3.500000	1.900290	Her attitude is simple - if you run your prey - If you want to play, we play my way which is rough, involves chasing, grabbing and holding down, but she does n't hurt them.
30286	step down	step	down	3.500000	2.013840	The master accepted, but stepped down at the foot of the hill after the fast run, made an excuse, and nothing more was said.
30287	cool down	cool	down	3.555560	1.740050	"On a warm summer 's day it 's delightfully cool down here, "" Mr. Meadow Mouse murmured."
30288	write down	write	down	3.600000	1.349900	The details given were invariably brief and to the point, written down in a simple but safe form of cipher which was perfectly familiar to every one of the three.
30289	set down	set	down	3.600000	1.505550	Scooping her up gently, noting but pretending not to how she flinched at his touch before relaxing into it, he set her down in a seat and dished her out some of the simple meal.
30290	burn down	burn	down	3.600000	1.776390	""" The kiosks on the terrace seemed to have survived for a while, and the rationalised Canadian Parliament building served as squash courts till vandals burnt them down in the 1950 's."
30291	lie down	lie	down	3.600000	1.955050	It all happened quick, you understand, and Captain Turner, his eyes were flashing and he quivered like a big dog that wants to leap, and he had......, and he sent Sergeant West out to tell their officers to make them lie down.
30292	put down	put	down	3.600000	1.955050	And presently, when they talked, she could put down her hand, could look round at him, while she answered that,...... yes, no place could suit her more perfectly; yes, Mrs. Bray was very kind.
30293	pull down	pull	down	3.666670	1.581140	Apps are also easy to update: simply go to the Home screen and pull down the taskbar as you would with any other Android smartphone.
30294	sit down	sit	down	3.666670	1.581140	I guess you really need to sit down and work out what you consider acceptable...
30295	drive down	drive	down	3.700000	1.059350	But when at last they came to West Silverton, and the long train slowly stopped, the first object she saw was Dr. Morris, driving down from the village.
30296	drive down	drive	down	3.700000	1.567020	"Suddenly the competitor can run a 30 minute "" special "" just in time for that customer to drive down the road or hit the order online button."
30297	cut down	cut	down	3.700000	1.567020	If even the lilies of the field, which are cut down and cast into the oven, are more glorious than this world 's greatest glory, what shall be said of God 's nobler works in the soul of man?
30298	move down	move	down	3.700000	1.702940	As this moves up or down, they move with it.
30299	send down	send	down	3.700000	1.828780	[2 ] In Landmarks of Albany County, New York (Syracuse, 1897 ), p 397, Amasa J. Parker notes that lumber from the two earliest Albany sawmills was loaded on sloops and sent down the river to New York and beyond.
30300	put down	put	down	3.700000	1.828780	Say it was a little piece o ' glass and I 'll put you down and go get you some corn, and we 'll never speak of it again.
30301	take down	take	down	3.700000	2.110820	I 'm going to take you...... down, down, down to the very bottom.
30302	set down	set	down	3.777780	1.394430	""" Reaching in again, Jim pulled out three more figures and set them down on the floor."
30303	move down	move	down	3.777780	1.563470	Guided by the rapping Mrs. Lambert and Kate moved down to the foot of the table, sitting close beside Clarke, thus leaving Morton and Weissmann alone with the sleeping girl.
30304	slow down	slow	down	3.800000	0.788811	l. s. taken from opposite side of bridge As Ichabod approaches the haunted bridge at which Major Andre has been ambushed, Gunpowder slows down to a walk, then pricks up his ears, and stops altogether, thirty feet from the bridge.
30305	write down	write	down	3.800000	0.918937	and in those few pages may be crowded perhaps hundreds of thousands of years, a history carried down orally until written down.
30306	tear down	tear	down	3.800000	1.032800	It employs the best sculptors to fill its parks with bits of marble, - it tears down old sections of the city to clear away its slums or to secure proper settings or vistas for a public structure or to preserve some medÃ¦val building.
30307	throw down	throw	down	3.800000	1.135290	The capital itself was struck, and the brass statue of Vespasian in the forum thrown down and partly melted.
30308	write down	write	down	3.800000	1.316560	If possible, you shoulder write down questions before seeing your doctor and take someone with you to help remember everything you 're told.
30309	hold down	hold	down	3.800000	1.316560	Yes, sir, cold to the touch like it had been for hours, and holding a blackened lantern in his poor old fist --  dead as dead --  face down in the coral sand.
30310	shoot down	shoot	down	3.800000	1.316560	The policy of the hunter is to not fire too rapidly, but to attend closely to business, and every time a buffalo attempts to make off, shoot it down.
30311	lie down	lie	down	3.800000	1.619330	""" Better lie down kid, you probably broke some ribs."
30312	move down	move	down	3.800000	1.686550	They would move slowly up and down in front of the house, then pause and listen to the music, the tripping of feet, and the sound of merry voices.
30313	fall down	fall	down	3.800000	1.813530	NIST and Bazant talk about an upper solid, rigid part above the initiation zone that suddenly falls down as a hammer and causes global collapse!
30314	fall down	fall	down	3.800000	1.873800	And just as she said her words, a candle burns down and the curtain falls down over the sacred place.
30315	move down	move	down	3.800000	1.988860	> > > > Colums D 1027 would be the same way because it has the address including > > the city and zip code and would be placed starting in cell C 3 on the > > commision sheet and move down.
30316	write down	write	down	3.888890	0.600925	Write down the words in each list on separate pieces of paper.
30317	lie down	lie	down	3.888890	0.927961	Asthmatic in evening after lying down and at night; loud wheezing; sensation as if trachea had not space enough.
30318	walk down	walk	down	3.900000	0.994429	Yet you can walk down any street in any part of Rome or Paris and get a good meal from the first place you go into, better than in all but a handful of restaurants in an American city of over a million inhabitants.
30319	burn down	burn	down	3.900000	1.286680	"It does not solve the problems of getting things right the first time (IE a pyromaniac burns down as many houses as you give them Give us more "" earths "" and it solves nothing )."
30320	burn down	burn	down	3.900000	1.286680	The first lighthouse which was a temporary wooden structure burnt down in 1836 which allowed for the building of this new 58 feet high stone lighthouse, by William Chapman, on Red Acre Point on the north side of the harbour.
30321	write down	write	down	3.900000	1.286680	This may be the highest publishing fee ever on the Internet at 100 RMB for writing down your name.
30322	walk down	walk	down	3.900000	1.523880	Miss Brixton, a tall, dark-haired, athletic girl just out of college, had preceded us, and as her own car shot out from the station platform we leisurely walked down and entered another bearing the number she...... the house.
30323	knock down	knock	down	3.900000	1.663330	She said her husband had ill-treated her, and had knocked her down and kicked her whilst on the ground.
30324	knock down	knock	down	3.900000	1.663330	"but your nephew has been knocked down and trampled nearly to death while stopping Miss Merlin 's horses that were running away with her. """
30325	take down	take	down	3.900000	1.663330	"His grandfather said to his daughter, one day: "" Go, my child, and take your son down to his father, and ask him to come up and live with us."
30326	throw down	throw	down	3.900000	1.728840	If he runs off or throws down his weapon before I attempt to shoot him, I then loose my justification, with most decent people would be willing to accept the thief 's surrender until the cops showed up.
30327	come down	come	down	3.900000	1.728840	"He stampt limb after limb until he thought enough had fallen to satisfy the company, and was about descending, when Jeff said, "" Do n't come down yit --  we a...... full."
30328	cool down	cool	down	3.900000	1.911950	since hot air is being passed back through the heat exchanger it can maintain the 180 degree out put instead of cooling down to 100 degrees.
30329	burn down	burn	down	3.909090	1.513570	To do so would be as puerile as to argue whether a city on fire might lawfully burn down.
30330	come down	come	down	4.000000	0.942809	Barred owls coming down from the north doubled or trebled the owl population.
30331	walk down	walk	down	4.000000	1.247220	""" When he walked my daughters down the aisle when they got married he could not have been prouder."
30332	come down	come	down	4.000000	1.247220	Enter Kniphauser and Gretchen r. h. 3 e., followed by Switzerkase and guests; Kniphauser and Gretchen come down stage and admire Gambrinus, who seems bewildered at the sudden change; Switzerkase attacks the lunch table.
30333	pull down	pull	down	4.000000	1.490710	She pulls her hair all down behind, then pulls down her, never mind After that pulls down the blind When I 'm cleaning windows.
30334	cool down	cool	down	4.000000	1.490710	of temperature, the former will contain 4.68 times as much heat as the latter; therefore if the steam pipe cools down to 60 deg.
30335	burn down	burn	down	4.000000	1.563470	) It would n't necessarily get hotter & hotter until the place burned down; the furnace would have limits & eventually a cold enough night would bring things back to normal, but that 100 F mark would be well worth avoiding...
30336	burn down	burn	down	4.000000	1.563470	Before her home and business had burned down, she used to decorate the hell out of her Victorian bed-and-breakfast.
30337	take down	take	down	4.000000	1.563470	But in the hall, two knobbed old canes which used to stand in the corner were hung by purple ribbons from the great antlers on the wall, and would never be taken down again.
30338	put down	put	down	4.000000	1.632990	But the man who took her to be exposed did not kill her, and instead went to Mount Parthenion and put her down near a spring.
30339	fall down	fall	down	4.000000	1.632990	"They join hands, holding them up to make the bridge, and the children form in twos and pass under, singing: "" London Bridge is falling down, falling down, falling down, London Bridge is falling down, myfair Lady."
30340	step down	step	down	4.000000	1.763830	She gazed a long time silently, leaning against her husband, and then stepped half timidly down on the stones which formed a rough base for the figure.
30341	step down	step	down	4.000000	1.885620	"One evening, a feeble, aged man stepped down from the train, and was borne off in triumph by Hemstead...... him such a welcome that the old gentleman cried out: "" Hold on."
30342	scroll down	scroll	down	4.000000	2.000000	You can scroll down on the forum post to read his full response.
30343	lie down	lie	down	4.000000	2.108190	""" Now lie down, please, Captain Karl, "" returned the little nurse, busily, "" for we are just going to set out with you for the wagons."
30344	set down	set	down	4.100000	0.737865	Set down your fork after each bite so that you can enjoy the food you 're eating.
30345	drop down	drop	down	4.100000	0.875595	On your left, past a row of shops the road drops down towards the Rivelin Valley, through another Council estate known as Hall Park Head.
30346	drop down	drop	down	4.100000	1.197220	When she raises her arms, the hair drops down like wings - making her seem part human, part bat and part wolf.
30347	drop down	drop	down	4.100000	1.286680	She went to the corner nearest her, and dropped down on her knees.
30348	scroll down	scroll	down	4.100000	1.449140	You may have to scroll down to see the Enter Gallery link.
30349	throw down	throw	down	4.100000	1.523880	Anmoris stays with Gabrielle and throws her down in time to save her life.
30350	lie down	lie	down	4.100000	1.523880	You must lie down here on the sofa; and sleep or not, we 'll all be still for two hours.
30351	run down	run	down	4.100000	1.523880	He opened the wooden shutter, ran down the ladder, and disappeared, as the misty morning gave way to the full and perfect day.
30352	scroll down	scroll	down	4.100000	1.595130	Rather than watching them in the File Manager menu, go to the Walkman menu, scroll down and access the Video option, press More, and go to Full Screen.
30353	burn down	burn	down	4.100000	1.595130	Her match has burnt down and scorches her fingers Eug.
30354	cut down	cut	down	4.100000	1.663330	Even if we had a thousand apple trees, if someone were to cut down just one it 'd be like cutting the owner down.
30355	pull down	pull	down	4.100000	1.663330	But through it all, with head bent low on his breast, and bonnet pulled far down over his eyes, De Lacy forged ahead, tarrying only long enough at the stations to change mounts.
30356	pull down	pull	down	4.100000	1.663330	One of them pulled my hat down over my eyes and tore it, and one of them held me by the elbows behind, and they grabbed my satchel away that had a book in it that I had just got out of the library.
30357	move down	move	down	4.100000	1.728840	This time the party moves down to the basement for a late night blast.
30358	drop down	drop	down	4.200000	0.632456	Trudging down the stairs your feet slide over each step dropping down the next one with a thud as a cool morning air pushes through the front windows blowing the breezy curtains back.
30359	come down	come	down	4.200000	1.135290	And come down to breakfast as soon as you can.
30360	shut down	shut	down	4.200000	1.229270	then she shut down the window with a slam, and sprang into the middle of the room with very red cheeks and a beating heart.
30361	sit down	sit	down	4.200000	1.398410	In high school, if you do n't study you 'll regret it when it 's time to sit down and take the test.
30362	lie down	lie	down	4.200000	1.686550	"Wo n't you come and lie down for a little while before we look for him? """
30363	break down	break	down	4.222220	0.833333	The other was, as it were...... broke down that wall, and let in an invigorating light on that side also.
30364	write down	write	down	4.222220	0.971825	"Write down, "" 2:45 "" on a piece of paper."
30365	lie down	lie	down	4.300000	0.674949	Some people are not well enough to use a wheelchair at all, even lying down.
30366	drop down	drop	down	4.300000	0.823273	Her discoverer presently dropped down by her side and stood there uncovered, as usual, but this time he did not withdraw his eyes from her face.
30367	shoot down	shoot	down	4.300000	0.823273	Whooping and yelling, and jumping from side to side like devils incarnate, they showered bullets and arrows upon the logs; not a Blackfoot was hurt, but several Crows, in spite of their leaping and dodging, were shot down.
30368	fall down	fall	down	4.300000	0.948683	When he called for a light, and sprang in, and came trembling, and fell down before Paul and Silas, and brought them out, and said, Sirs, what must I do to be saved?
30369	hold down	hold	down	4.300000	1.059350	Alternatively, you can select the Animation bar, hold down the Ctrl key, and then click at the frame position where you want to add a keyframe.
30370	shoot down	shoot	down	4.300000	1.059350	We (either the UK, the US, NATO or the EU forces, hopefully all of them ) should already be shooting down with Cruise missiles or any other suitable kit, Libya 's air force.
30371	burn down	burn	down	4.300000	1.251670	"* Since destroyed by fire, and rebuilt farther up Broadway, and again burned down in February. """
30372	fall down	fall	down	4.300000	1.337490	"We are just as ready as ever the Jews were to fall down before a calf, an ' it only be a golden one. """
30373	throw down	throw	down	4.300000	1.337490	TERRY (Throwing down his pencil and pushing his......, and you take the first one that 's here --  and keep her till I get back.
30374	shoot down	shoot	down	4.300000	1.567020	Thirty-nine years ago, the U.S. Air Force combat pilot was flying an F -105 Thunderchief on a bombing run near Hanoi in Vietnam, when he was shot down with a Russian surface to air missile.
30375	fall down	fall	down	4.400000	0.699206	The shade of a leaf caresses its own flower and its fellow-leaf with gentle strokings; and when a cherry blossom falls down the chequered steeps of the tree, a little mournful shadow goes with her.
30376	walk down	walk	down	4.400000	0.699206	We all said at the time we thought was the painting contractors who had walked down the corridor with his ladders and knocked it off, but it fell on deaf ears.
30377	break down	break	down	4.400000	0.699206	""" Open the door or I 'll break it down. """
30378	step down	step	down	4.400000	0.843274	"She stepped down, laughing, and moved her bucket of paste out of his way. """
30379	sit down	sit	down	4.400000	0.966092	He went into his own room and sat down by the window.
30380	throw down	throw	down	4.400000	1.264910	A young brave entered, distinguished by the eagle plume and wampum belt, the bow and hatchet, and threw down at the feet of the eldest warrior a bundle of the scalps he had brought back from battle.
30381	sit down	sit	down	4.500000	0.971825	Alice said nothing; she had sat down with her face in her hands, wondering if anything would EVER happen in a natural way again.
30382	step down	step	down	4.500000	0.971825	"Tired, but with a steadfast light in her eyes, the girl stepped down, received her father 's kiss, and went straight to her mother, waiting in the doorway. """
30383	drop down	drop	down	4.500000	1.269300	Some of the flocks had dropped down so low that in order to rise up again they had to circle round and go back against the wind.
30384	sit down	sit	down	4.500000	1.269300	Mabel sat down again, totally confounded, and struggling hard with her tears.
30385	fall down	fall	down	4.600000	0.516398	Suspension bridge that fell down in Tacoma, Hood Canal bridge that washed out to sea, being-rebuilt Lake Washington bridge that sank, draw bridges bent out of shape, defective pontoons for the new SR -420 bridge and now SR -99 tunnel.
30386	sit down	sit	down	4.600000	0.516398	"Come and sit down by the fire, "" he said, sociably. """
30387	sit down	sit	down	4.600000	0.516398	"breathed the girl, her storm-beaten eyes held by the power of......, "" said Ruth, softly, "" shall we sit down and talk? """
30388	cut down	cut	down	4.600000	0.699206	Paul spent his boyhood in the woods helping his father cut down trees.
30389	hold down	hold	down	4.600000	0.699206	After a struggle, Smith is overcome and held down by the savages.
30390	pull down	pull	down	4.600000	0.966092	Before Lloyd could react Betty had pulled his underpants down and off.
30391	lie down	lie	down	4.666670	0.707107	Have a proper kennel, it should not be too large, just enough space to stand up, turn around and lie down.
30392	scroll down	scroll	down	4.700000	0.483046	It 's so utterly frustrating to do all this scrolling up & down along with clicking this and that, only to find there 's no one home!
30393	fall down	fall	down	4.700000	0.483046	The bear was expected to crawl through the opening and seize the ear of corn; and in so doing...... and the roof would fall down and fasten him in the pen.
30394	fall down	fall	down	4.700000	0.483046	"Then Peter fell down at Jesus 's knees and cried out, --  "" Depart from me......! """
30395	sit down	sit	down	4.700000	0.674949	Look, ca n't we at least sit down over a beer and talk?
30396	hold down	hold	down	4.700000	0.674949	She attempted to open the windows; the king held them down.
30397	move down	move	down	4.800000	0.421637	The camera moves down and we see that he has his gun pointing at her.
30398	run down	run	down	4.800000	0.421637	By the time her bridesmaids finished frantically buttoning up her dress and helping her into her shoes, jewelry, and veil, she never even had the chance to really look at herself in the mirror before running down the stairs to line up for the ceremony.
30399	sit down	sit	down	4.800000	0.421637	""" Frisking the pair, Jack indicated that they should sit down on the deck, then left them under the watchful gaze of his young associate."
30400	pull down	pull	down	4.800000	0.421637	"Harry soon pulled the bough down within reach, and the children began helping themselves. """
30401	sit down	sit	down	4.800000	0.421637	Laughing, she then sat down between him and her mother.
30402	hold down	hold	down	4.800000	0.632456	The prosecution lawyer J Renn Olenn alleged that Swain attacked his wife from behind in the water, shut off her air, ripped off her mask and held her down until she drowned at 25 m.
30403	pull down	pull	down	4.900000	0.316228	"Lin, 41, recalled to authorities: "" [The thieves ] put something over my head and pulled down my trousers, and then they ran off."
30404	pull down	pull	down	4.900000	0.316228	"When it reopened he was seen with a handkerchief in his hand and his hat pulled down over his eyes, as if he had been weeping. """
30405	fall down	fall	down	5.000000	0.000000	At odd times during the day, when this joy for ever happened to have nothing particular on hand, she put in the time by climbing up on places, and falling down off them, uniformly damaging herself in the operation.
30406	step down	step	down	5.000000	0.000000	But no matter, she could see two steps in front of her; and holding the lantern steadily before her, she stepped carefully down and down, until she stood on the firm greensward of the glen.
30407	rip off	rip	off	0.200000	0.421637	You wo n't get ripped off if you go to Cole @ MBS, both myself and Malcolm use them.
30408	fall off	fall	off	0.222222	0.440959	In 1968 owner occupation had risen to over 50% House building fell off in the 70 s and remained low throughout the 80 s, 90 s, 00 s and still does today.
30409	head off	head	off	0.222222	0.440959	This is just a general guide to head you off in the right investigative direction - just because you break out between the brows does n't always mean you have a bad liver!
30410	blow off	blow	off	0.400000	0.516398	So Baloo blows off Rebecca for hurting his feelings and Rebecca blows it off because there is something fishy going on around here.
30411	leave off	leave	off	0.400000	0.516398	He still might win an abiding place in literature if he would leave off politics.
30412	pass off	pass	off	0.400000	0.516398	DICK regards the proceeding with alarm ) That 's only a dummy we have passed off for you --  I 've untied your feet, and I 'll take that pad off your mouth in a few minutes --  Doctor Rumsey 's your friend.
30413	rip off	rip	off	0.400000	0.699206	Elvira was also accused of ripping off Vampirella, Morticia Adams and Lily Munster.
30414	come off	come	off	0.400000	0.699206	Colonel Drew was appealed to urge Monty to save himself, and he was on the point of remonstrance when the message came that the threatened strike was off, and that the men were willing to arbitrate.
30415	pull off	pull	off	0.400000	0.966092	Superbowl XLI - Miami, Florida Stacy and I were invited to help John Hargrave pull off a prank during the halftime show at the Superbowl.
30416	be off	be	off	0.500000	0.707107	Once or twice the hawk nearly had him, but still the briers saved him, and it was only when the big buck himself came near being caught that he...... - was no better off.
30417	write off	write	off	0.500000	0.707107	Squire wrote to Smithers right off, but has n't got any answer yet.
30418	lay off	lay	off	0.500000	0.849837	It 's difficult to win an argument to spend money on keeping a facility clean or well-maintained when a school is laying off teachers or does n't have enough books for all its students.
30419	throw off	throw	off	0.500000	0.971825	"You ca n't throw me off like that, Jan Larose, "" he said. """
30420	write off	write	off	0.500000	1.080120	...... I can write off a headache, write away care, and bury miserable thoughts in the dark depths of my inkstand.
30421	lay off	lay	off	0.600000	0.699206	Looking at the IRIF section by section, Madden estimated the probability that thirty employees over forty would be laid off by chance as one in 6,639.
30422	head off	head	off	0.600000	0.843274	The research will be of heightened interest coming as it does as George Osborne, the Chancellor, imposes an increased levy on banks to try and head off accusations that he and the Prime Minister have admitted defeat in trying to rein in bonuses.
30423	pull off	pull	off	0.600000	1.349900	Do you think Walcott would be able to pull off what RVP can?
30424	write off	write	off	0.600000	1.349900	Jum Kirk is written off in the first 20 minutes then we jumped forward 78 years to the TNG crew messing about in their rumpus room.
30425	fly off	fly	off	0.666667	1.322880	He flies off the handle when he sees a receptionist urinating on a tree.
30426	cut off	cut	off	0.700000	0.674949	I saw him immediately turned and immediately cut him off from getting among the houses, he then being obliged to take a different course.
30427	pay off	pay	off	0.700000	1.059350	"Frank laughed; --  "" No, he has foiled me regularly twice lately, and I am determined to pay him off for shamming this afternoon. """
30428	set off	set	off	0.700000	1.337490	""" He needs no equipage to set off his rank, "" remarked a third. """
30429	pass off	pass	off	0.700000	1.494430	If he succeeds in passing him off as alive, then the money is his.
30430	head off	head	off	0.727273	1.103710	No, I could only get a noon edition up there --  and there was n't a thing in that --  Well, I suppose we could head him off by cabling to Mamores, but he could n't do any more than we can ourselves.
30431	head off	head	off	0.777778	1.301710	I needed to head him off, do it fast and do it good.
30432	give off	give	off	0.800000	1.135290	(Shocking I know! ) Blue light, the kind given off by computer & TV screens (as well as ambient lighting in your house ) suppresses Melatonin, the hormone that encourages sleep!
30433	drop off	drop	off	0.800000	1.135290	"Well, I got through with my story, anyhow, before I dropped off. """
30434	blow off	blow	off	0.900000	1.197220	So they annoy Lenny with the dinging of the doors sounds as Lenny blows them off and sing already.
30435	be off	be	off	0.900000	1.523880	I booked a 3 week Orlando villa holiday c / w car last year which cost a total of around Â£2,800 (2 adults, 1 child ) as it was off season departing towards the end of May.
30436	be off	be	off	0.900000	1.595130	If they 're off, you 'll bomb out, but the Classic is one tournament where you do n't care if you bomb out.
30437	rip off	rip	off	0.900000	1.595130	I do n't know why but there 's something even more terrifying about the idea that we might be getting ripped off by banks in an entirely random way.
30438	lay off	lay	off	0.900000	1.728840	"It reminds me of the time, thirty years ago, when I was laid off, and the madness first got in and crouched behind my eyes.... "" Yes, I suppose I am mad."
30439	hold off	hold	off	1.000000	0.942809	"KC woke up Saturday the 28th to a 7 "" snowfall that came overnight but it did n't seem to hold off the car fans any at all."
30440	blow off	blow	off	1.000000	1.054090	Silas Cummings Yes --  Trombone busted in the last act an ' blowed the top of his head off.
30441	run off	run	off	1.000000	1.224740	It would take trial and error to find the right balance with these extra settings, but they 're still useful options that Fusion lacks, especially since both programs can feel sluggish on a MacBook when running off battery power.
30442	lay off	lay	off	1.000000	1.333330	Apparently, and almost straight out of a Yes Minister plot, they did n't realise they needed more until it came time to start laying off the ones they 've got.
30443	wear off	wear	off	1.000000	1.333330	They act as if they never expected it to wear off.
30444	drop off	drop	off	1.000000	1.490710	Just as she was on the point of dropping off to...... her face, she remembered something that made her sit bolt upright in bed and think.
30445	head off	head	off	1.000000	1.490710	Notify Buck Weaver, so he can head them off if they try to cross the Malpais.
30446	kill off	kill	off	1.000000	1.490710	To secure this consummation as far as circumstances permitted, by killing off and discouraging those engaged in his line of industry, was his constant effort.
30447	pass off	pass	off	1.000000	1.699670	"Trying to pass off a reversal of discipline by describing it as a "" new approach "" is a disservice to this important issue."
30448	live off	live	off	1.000000	1.699670	Another was, that there were always, at least, half a dozen buttons off from his jacket, at all times and places, though his long-suffering mother lived in her work-basket.
30449	give off	give	off	1.100000	1.197220	But, letting her slide precisely at high water, dropping the bow anchors and slipping the cable fastened to the ground on the island, at a signal she was off and afloat in safe water, and given over to the late commander of the Magniflque.
30450	fly off	fly	off	1.100000	1.286680	[us ers.tpg.com.au ] If you run what Guruphiliac has said so far about the Byron Katie LGAT machine through the Baloney Detector... the BS meter flies off the hook.
30451	lay off	lay	off	1.100000	1.286680	With companies laying off tens of thousands of workers, the industry stands to lose at least another $55 billion over the next year and a half, analysts say.
30452	drop off	drop	off	1.100000	1.370320	Even though she has a clear title to the 1999 Chrysler LHS, Wells Fargo bank still took the car and dropped it off in a Kent auction yard.
30453	write off	write	off	1.100000	1.449140	If businessmen generally took advantage of such a provision to write off as much as possible of their new investment in the first year, the cost to the Revenue might run into many hundreds of millions of pounds.
30454	set off	set	off	1.100000	1.449140	"...... "" said Pawnee Brown, and this was done, and soon he and Jack Rasco were bounding over the trail leading toward the Indian Territory, while others were setting off in the direction of Arkansas City and elsewhere. """
30455	set off	set	off	1.100000	1.523880	If what you want from the menu is n't on the belt, press the button on the table to set off the flashing light that attracts a member of staff, and order it - it will be prepared and with you in minutes.
30456	break off	break	off	1.100000	1.523880	"Aunt Jane broke off with a little soprano laugh. """
30457	lay off	lay	off	1.100000	1.595130	:eek: I 'm having to lay off when passing police as it is far from legal.
30458	break off	break	off	1.100000	1.595130	11 seems to have been her excessive youth; and when this treaty was broken off on that account, Kepler turned his back upon all his advisers, and chose for himself one who had figured as No.
30459	head off	head	off	1.100000	1.595130	"We had better follow Mr. Duncan 's suggestion, "" said Howe, "" and try to head them off by......; we will follow you. """
30460	write off	write	off	1.100000	1.595130	Manufacture of 2.000,000 rifles would mean, on that basis, a net profit cf $18,000, CO3, since the cost of the plants would not have to be written off twice.
30461	cut off	cut	off	1.100000	1.663330	"Down by three or I cut you off from our shop! """
30462	pull off	pull	off	1.100000	2.079000	In this in-depth review, we will look at whether I was right in being sceptical or whether they have managed to pull it off.
30463	hold off	hold	off	1.111110	1.615890	In addition, i believe some of my Recording applications may not work on Windows 8... so i held off.
30464	lay off	lay	off	1.111110	1.763830	Now, I had laid off, as I told you, to gin you a duckin ', but I had n't the heart to do it, and you in the fix you are now at the present.
30465	pay off	pay	off	1.200000	1.032800	The first couple of drills took a lot of patience and practice, but I feel they paid off.
30466	back off	back	off	1.200000	1.475730	"But Sim hopped into the street and backed off, mocking him with shakes of his head, in imitation of palsy. """
30467	leave off	leave	off	1.200000	1.475730	Lassie barking down below there is not a dream; and these callous spots on my hands are real enough in all conscience, and no dream could last so long...... off and left on an island somewhere.
30468	wear off	wear	off	1.200000	1.549190	Even the moral effect of the imposing thunder of guns and crashing of round shot quickly wore off, while those obstinate Yan * Page 's Map, reprinted in Frothingliam.
30469	go off	go	off	1.200000	1.686550	Then there was the party where all of the smoke alarms went off because of too many candles being lit, and the neighbours putting in a 999.
30470	hold off	hold	off	1.200000	1.873800	"Why do n't Egypt hold off and let Uncle What's-his-name enjoy his new hair and hopes? """
30471	head off	head	off	1.200000	1.932180	After that, he said he was hungry and headed off for the kitchen.
30472	live off	live	off	1.222220	1.641480	Last fall I traveled to Cairo, a city where I 've lived and worked on and off since 1994.
30473	sign off	sign	off	1.300000	1.337490	Election Returning Officers will be unable to guarantee ' One Person-One Vote ' nor to sign off ANY part of such a referendum as ' true ', ' democratic ', ' free ' or ' fair '.
30474	leave off	leave	off	1.300000	1.418140	So, we start where we left off, with Darwin having found a tentative answer to a puzzle that had also engaged his grandfather, Erasmus Darwin.
30475	write off	write	off	1.300000	1.418140	But even if a marginal number decide to return to writing checks more often than not, a percentage of those check writers end up writing bad checks, which all to often get written off by the banks..
30476	live off	live	off	1.300000	1.418140	but she had lived with us off and on for years, and she 'd been buried from our house.
