ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
70239	absprechen	sprechen	ab	3.000000	1.414210	""" Sie sind so talentvoll, fährt er fort, daß man ihnen nicht den Verstand absprechen kann."
70240	abstecken	stecken	ab	3.000000	1.414210	Die ältesten Rüsthaken besitzen eine hörnerartige Form und erscheinen anfänglich an die Brust genietet, später mittels Kloben befestigt, um sie abstecken zu können.
70241	abkaufen	kaufen	ab	3.000000	1.563470	Schreibt selber eure Meinung aber wenn ihr es nicht glaubt seid ihr dumm denn viele Musiker und Filmemacher wollen den Namen MUSE für Millarden von Geld abkaufen.
70242	abweisen	weisen	ab	3.000000	1.563470	Auch ist Groos feinfühlig genug, um diese Idee abzuweisen, aber sollten wir uns wirklich, wie er behauptet, wenn auch nur momentan, soweit mit diesen Gestalten identifizieren, daß wir schließlich über uns selbst lachten?
70243	abzeichnen	zeichnen	ab	3.000000	1.563470	Von dem historischen Roman, der in der Vergangenheit lebte, stürzte man plötzlich auf die nächste Gegenwart und zeichnete nach der Art englischer Ladies Alles ab, was man nur im Fluge von der Gegenwart mitnehmen konnte.
70244	absprechen	sprechen	ab	3.000000	1.632990	Auf keinen Fall werden wir das Verdienst der Zusammenstellung des Aias und der Medea dem Timomachos absprechen dürfen, und diese war bereits zu Cicero's Zeit berühmt.
70245	abschließen	schließen	ab	3.000000	1.699670	Diese Ausdrucksweise ist vielmehr nur mit der Auffassung vereinbar, daß die Regierung den Vertrag bereits mit völkerrechtlicher Kraft und Wirksamkeit abgeschlossen habe und hierauf zur Vollziehung desselben im Inlande die Genehmigung des Reichstages einholt.
70246	abrutschen	rutschen	ab	3.000000	1.763830	D. h. ich rutsche ab, die Mittel und Kräfte gehen zu Ende.
70247	abklingen	klingen	ab	3.000000	1.943650	Er begann mit einem heiteren behaglichen Thema, breitete es nach mehreren Seiten hin aus, steigerte die Wirkung bis zur rauschenden Höhe, und ließ die sanftesten Modulationen im weichen Decrescendo abklingen.
70248	abtragen	tragen	ab	3.000000	1.943650	Frontispize und Kuppeln existieren in diesem Augenblick nicht mehr; sie drohten Einsturz und man hat beides abgetragen.
70249	abdrehen	drehen	ab	3.000000	2.000000	Sie werden hierauf mehrere Tage hindurch dem Trockenen an der Luft ausgesetzt, dann ähnlich den Vasenstücken, aber allenthalben weiter abgedreht und schließlich in Kapseln gebrannt.
70250	abschicken	schicken	ab	3.000000	2.160250	Sie erhalten dann Vorschläge zu Aktionen wie z.B. fertige Appellbriefe, die Sie direkt abschicken können.
70251	ablesen	lesen	ab	3.000000	2.160250	Der kleinere dieser Hohlzylinder (A ), das eigentliche Gasometer, ist kalibriert und trägt eine Skala, an der man die Größe des Hohlraums von Null bis zu einer beliebigen ins Auge gefassten Zahl ablesen kann.
70252	abhauen	hauen	ab	3.000000	2.309400	"Zehnmal lieber haue ich einem Kerl wie dem Märzfeld mit meinem Säbel den Kopf ab bei einem Duell! """
70253	abschauen	schauen	ab	3.100000	0.737865	&quot; Was &quot;, so ist man versucht zu fragen &quot; haben sie dabei den Haien abgeschaut, um so schnell schwimmen zu können?
70254	abkürzen	kürzen	ab	3.100000	1.197220	Es erwies sich als ganz untunlich, die Sache abzukürzen, indem man direkt die erste Veranlassung der Symptome in ihre Erinnerung zu evozieren suchte.
70255	abtragen	tragen	ab	3.100000	1.370320	Es wurden nämlich in Einer Woche, Ende Nov. 1839, im Ganzen 1,585,973, und in dem nämlichen Zeitraum 1848 nicht weniger als 6,382,941 Briefe abgetragen.
70256	ablesen	lesen	ab	3.100000	1.449140	Wie viel Arbeitsspeicher noch frei ist, lässt sich in der Textauflistung darunter bei &quot; verfügbar &quot; ablesen, der Wert summiert sich in etwa aus &quot; Im Cache &quot; + &quot; Frei &quot;.
70257	abwerten	werten	ab	3.100000	1.449140	Ohne die gute und vor allem disziplinierte Leistung der Stockumer abwerten zu wollen - aber hier haben wir uns selber um ein Erfolgserlebnis gebracht und eine ärgerliche Niederlage kassiert.
70258	abwerten	werten	ab	3.100000	1.523880	Aber wenn manN nach der Optik sondiert, zum Teil Frauen das Frausein abspricht und sie abwertet, dann ist das völlig in Ordnung.
70259	abfüllen	füllen	ab	3.100000	1.595130	Nachdem ich die Dose bereits hatte, habe ich erfahren dass Ralle den 2 K Füller von Lesonal vertreibt und wohl auch kleinere Mengen abfüllt.
70260	abzeichnen	zeichnen	ab	3.100000	1.663330	Sie hatte ihren Mantel abgeworfen: in tadelloser Linie zeichnete sich ihre leicht gewölbte Büste unter einem dünnen schwarzweißen Batistkleid ab.
70261	abstecken	stecken	ab	3.100000	1.728840	Dem Kiamil Pascha sagte er bei seiner Abschiedsaudienz, er gebe der Pforte den Rat, die Grenzen so bald als möglich abzustecken, denn er sei des langen Wartens überdrüssig.
70262	abfüllen	füllen	ab	3.100000	1.791960	Sie waschen sich nach alter Tradition die Augen mit dem Quellwasser aus und nehmen es - in Flaschen abgefüllt - mit.
70263	abwenden	wenden	ab	3.100000	1.911950	Wir werden alle von unserem Schöpfer geprüft und um dies zu bestehen dürfen wir uns NIEMALS von ihm abwenden.
70264	abbrennen	brennen	ab	3.100000	1.911950	Die Farbe soll dunkelgrau bis dunkelbraun, vollkommen gleichförmig sein; die Körner dürfen nicht durch weiße Fleck ein Ausblühen des Salpeters verraten, dürfen nicht abfärben, sollen sich schwierig und unter Knirschen zerdrücken lassen und leicht abbrennen.
70265	abwählen	wählen	ab	3.100000	1.969210	Rot-Grün ist gestern abgewählt worden, Gerhard Schröder ist politisch am Ende.
70266	abkaufen	kaufen	ab	3.100000	1.969210	103 Wer der wahren selbst bedarf, dem ist bös abkaufen.
70267	absperren	sperren	ab	3.100000	1.969210	Tausend andere von den ärmeren Volksklassen bewohnte Boote bilden Straßen und Gassen; die der Aussätzigen liegen gesondert und abgesperrt.
70268	abtragen	tragen	ab	3.100000	1.969210	Von dem eigentlichen jüdischen Gedanken blieb, nachdem Jesus gelebt hatte, nichts mehr übrig; wie nach vollendetem Tempelbau, konnte das Gerüst abgetragen werden.
70269	abkürzen	kürzen	ab	3.200000	1.316560	des Bundesgesetzes über die berufliche Alters -, Hinterlassenen - und Invalidenvorsorge (SR 831.20, abgekürzt: BVG ) sei eine bei einem Kapitalbezug während der dreijährigen Sperrfrist erfolgte Einkaufsleistung vom Steuerabzug ausgeschlossen.
70270	abgeben	geben	ab	3.200000	1.398410	Die Seminararbeiten sind in zweifacher Ausfertigung zzgl. CD spätestens am 15.08.2014, 12:00 Uhr, im Sekretariat abzugeben.
70271	abweisen	weisen	ab	3.200000	1.398410	Mit Vernehmlassung vom 11. März 2010 beantragt der Stadtrat V, der Rekurs sei unter Kosten - und Entschädigungsfolge zulasten der Rekurrentin abzuweisen.
70272	abfahren	fahren	ab	3.200000	1.398410	Endlich waren die leeren Wagen abgefahren, die Herden in den weitläufigen, an das Haus angebauten Ställen untergebracht, es war Abend, und Diethelm fühlte sich so wohl daheim, daß ihm die vergangenen Tage und das Hinaussehnen wie ein Traum erschien.
70273	abwählen	wählen	ab	3.200000	1.475730	ich hatte das fünf jahre lang bevor ich es nach der 11. abgewählt hab.
70274	abzeichnen	zeichnen	ab	3.200000	1.549190	Dass Erwachsene damit oft Schwierigkeiten haben, stelle ich oft in meinen Kursen fest, wenn ich Landschaften oder Stillleben abzeichnen lasse.
70275	abrutschen	rutschen	ab	3.200000	1.619330	Das beliebte Heidelberg rutschte von Rang 14 auf 18 ab, Münster ging um zwei Plätze nach vorn (15 ).
70276	abtragen	tragen	ab	3.200000	1.619330	Und im Herbst 1793 wurden auf Befehl des vom Konvent eingesetzten Bürgermeisters Monet binnen 3 Tagen 235 Statuen, wie das amtliche Protokoll mit Genugtuung feststellt, in Stücke geschlagen; der Münsterturm selbst sollte abgetragen werden.
70277	abwenden	wenden	ab	3.200000	1.813530	Er will sprechen, aber er sagt nur drei Worte: &quot; Ich bedanke mich &quot;, er hat Tränen in den Augen, mehr reden kann er nicht, er wendet sich ab, alle schweigen betreten.
70278	abwenden	wenden	ab	3.200000	1.813530	Grund der Verpflichtung wäre die dem Berechtigten entzogene Möglichkeit die streitige Sache vorher zu verkaufen, und dadurch jeden Schaden von seinem Vermögen abzuwenden.
70279	abtasten	tasten	ab	3.200000	1.873800	Die Kameraführung war konfrontativ und ausweichend zugleich: Sie tastet ihre Objekte förmlich ab, um sich dann wieder zurückzuziehen und sie in unendlich langen Einstellungen zu erfassen und zu umkreisen.
70280	abhauen	hauen	ab	3.200000	2.097620	Alle die Frauen, welche zugesehen hatten, wie ich tausend Streiche mit dem Ochsenziemer bekam, hatten Mitleid mit mir, als sie davon hörten, dass mir die Hand abgehauen werden sollte.
70281	abhauen	hauen	ab	3.200000	2.097620	Das Wild ist freiherrlich, macht sich seine Wege nach seiner Bequemlichkeit, nachdem das Holz aufwächst oder abgehauen wird, je nachdem das Unterholz sich ändert oder rundum die Kultur, denn es ist eben auch sehr empfänglich für die Kultur.
70282	absenken	senken	ab	3.200000	2.097620	Endlich versteht sich der Reis der kleineren Barke, unser Gebot anzunehmen, was auf 1500 Piaster pro Monat lautet; der Andere, dem Katschak von Assuan gehörig senkt ab.
70283	absenken	senken	ab	3.300000	1.059350	5: Lautstärke absenken - Button Die Lautstärke wird jedesmal abgesenkt, wenn Sie auf diesen Button klicken.
70284	abwählen	wählen	ab	3.300000	1.251670	War da nicht vor ein paar Tagen die Rede von &quot; Schiedsrichter abwählen &quot;?
70285	abgewöhnen	gewöhnen	ab	3.300000	1.337490	Wenn du dir das Rauchen abgewöhnen willst, wirst du es mit Sicherheit können.
70286	abfüllen	füllen	ab	3.300000	1.337490	Wo man genötigt ist, schlechtere Butter zu nehmen, da reicht jedoch das Auswaschen nicht hin, sie muß nach langsamem Schmelzen vom käsigen Bodensätze, welcher dem Gelingen des zu Backenden hinderlich ist, abgefüllt werden.
70287	abkürzen	kürzen	ab	3.300000	1.494430	Mit dem Prozentzeichen % können Sie Suchbegriffe abkürzen: zum Beispiel bei Eingabe von Umwelt % werden alle Suchbegriffe gefunden, die mit &quot; Umwelt &quot; anfangen (Umweltschutz, Umweltverschmutzung, etc ).
70288	abschauen	schauen	ab	3.300000	1.494430	Sie schauen sich das immer recht schnell von den Eltern ab.
70289	abschütteln	schütteln	ab	3.300000	1.567020	In diese Welt fiel das Wort Christi; von diesen fieberkranken Menschen wurde das sichtbare Gebäude der christlichen Religion zunächst aufgeführt; die Spuren des Deliriums vermochte es nie ganz abzuschütteln.
70290	absehen	sehen	ab	3.300000	1.567020	Er erlag seinen Gegnern, welche schon glaubten daß er es auf eine allgemeine Umwandlung der Verfassung abgesehen habe.
70291	absenken	senken	ab	3.300000	1.636390	Jetzt kommt das komische, mir ist aufgefallen dass, wenn man ihn zuerst auf Höchststellung bringt und dann auf Normalstellung absenken lässt, funktiniert die Federung wie sie soll (lässt sich mit 70 kg fast bis zum Boden durchdrücken ).
70292	abtrennen	trennen	ab	3.300000	1.702940	Wie ich bereits gezeigt habe, ist Agassiz von dieser Spezieseinteilung später wieder abgewichen, indem er von dem Seelachs (S. lacustris ) eine zweite Art abtrennte.
70293	abkaufen	kaufen	ab	3.300000	1.766980	Bei wiederholtem Befragen erklärte der edle Pole dem Kaiser seine eigene Verblüffung, dass das rote Zeug von irgendwelchem Werte sein könnte, das er scherzeshalber auf einem Jahrmarkt zu Krakau einem Marktschreier für geringes Geld abgekauft habe.
70294	abschicken	schicken	ab	3.300000	1.766980	Dem König gefiel der Rat und er schickte einen von seinen Hofleuten an das Schneiderlein ab, der sollte ihm, wenn es aufgewacht wäre, Kriegsdienste anbieten.
70295	abtasten	tasten	ab	3.300000	1.888560	"Aber damit, dass man die Zählkunst bis auf die niedrigste Stufe zurückführen kann, wo man noch die "" 2 "" oder ""3 "" an den Fingern mühsam abtasten muss, ist für das eigentliche Verständnis des Zählens nicht das Geringste gewonnen."
70296	abschicken	schicken	ab	3.300000	2.057510	Dieser Brief war in einem so beleidigenden Tone geschrieben, daß der Prinz keine Antwort darauf gab, sondern den Obersten Parquin an den Grafen Leon abschickte, um ihm die Gründe auseinander zu setzen, welche die Familie zu dieser Handlungsweise bestimmten.
70297	abschieben	schieben	ab	3.300000	2.057510	Man pflegt, um die Rückenfläche mit dem Kastenrande abschneiden zu lassen, den überflüssigen Sand mittels eines Richtscheits abzuschieben.
70298	abwandern	wandern	ab	3.400000	1.074970	Sie gab es zu, nötigte mich aber nicht zum Sitzen, eine innere heftige Bewegung schien sie, daß ich mich des Ausdrucks bediene, vergehen zu wollen, denn sie wanderte mit mir im Zimmer auf und ab.
70299	abdrücken	drücken	ab	3.400000	1.173790	Man gießt über die in einen Rahmen gelegte Druckform einen dünnflüssigen Gipsbrei, der in wenigen Minuten erstarrt, worauf er abgehoben werden kann und die Typen als Vertiefungen genau abgedrückt enthält.
70300	absenken	senken	ab	3.400000	1.349900	Man leitet das Wort von einer bekannten Schlußform ab, welche den Namen barocco hat; nach Anderen soll es so viel als schief bedeuten und von den vertieften Rahmen gebraucht sein, die mit schräger Fläche zum Bild oder Spiegel sich absenken und noch jetzt Barockrahmen heißen.
70301	abfahren	fahren	ab	3.400000	1.429840	Die &quot; Alte Rader Schule &quot; ist eigentlich gut zu finden: Im Prinzip fährt man von der A 7 ab, biegt nach ca. 3 km einmal ab und fährt dann bis kurz vor dem Ziel immer gerade aus.
70302	abtragen	tragen	ab	3.400000	1.429840	Sieben Hydraulikbagger, ein Radlader, Grader, Lastwagen, Werkstattfahrzeuge und eingespielte Geräteführer, die genau wissen, wie eine Brücke abzutragen ist, sind nun gefragt.
70303	abgewöhnen	gewöhnen	ab	3.400000	1.505550	mir versucht meine Trainerin gerade das &quot; unter dem Körper &quot; abzugewöhnen.
70304	abfahren	fahren	ab	3.400000	1.505550	"Darob großer Jubel vor dem Mast; Vormittags machten wir uns "" landfein, "" nach dem Mittagsessen fuhren wir ab."
70305	abkürzen	kürzen	ab	3.400000	1.577620	Die Lücke wird nun gefüllt mit einem &quot; Sports Activity Coupé &quot;, ein Name, der bei der allgemeinen Euphorie für dreibuchstabige Abkürzungen sicherlich bald zu SAC abgekürzt werden wird, was in den USA für &quot; Strategic Air Command &quot; steht.
70306	abgeben	geben	ab	3.400000	1.577620	Die Deklarationen über die Niederlegung und die Abfolgebriefchen über den Bezug der Waren sind an den mit der Ermittelung der letzteren beauftragten Verwalter im Mühlengassenlager Herrn Bannes abzugeben.
70307	abgewöhnen	gewöhnen	ab	3.400000	1.577620	O, das schadet nichts; Sie werden sich das Biertrinken und Zigarrenrauchen abgewöhnen, nachher wird es schon reichen!
70308	abkürzen	kürzen	ab	3.400000	1.776390	Schwieriger, und zugleich praktisch wichtiger, ist die Frage bei einem neuen Gesetz, welches den Zeitraum abkürzt.
70309	abtrennen	trennen	ab	3.400000	1.837870	Der Laderaum muss von dem Fahrerraum abgetrennt sein, keine hinteren Seitenscheiben.
70310	abkürzen	kürzen	ab	3.400000	1.897370	Die Methoden, welche die Arbeitsperiode abkürzen, sind in verschiedenen Industriezweigen nur in sehr verschiedenem Grad anwendbar und gleichen nicht die Unterschiede in der Zeitlänge der verschiedenen Arbeitsperioden aus.
70311	abhauen	hauen	ab	3.400000	2.011080	Deine Stiefschwester hat längst den Tod verdient, heute Nacht wenn sie schläft, so komme ich und haue ihr den Kopf ab.
70312	abschütteln	schütteln	ab	3.400000	2.011080	Die Bourgeois-Republikaner glauben kaum festzustehn, als sie den lästigen Kameraden abschütteln und sich selbst auf die Schultern der Ordnungspartei stützen.
70313	abwenden	wenden	ab	3.500000	1.080120	Davon muß ich mich jedoch abwenden, denn ich bin Musiker und habe mit Atonalem nichts zu tun.
70314	abnehmen	nehmen	ab	3.500000	1.269300	""" Den Pfaffen, der ruchlosesten Räuberbande "", sollten "" zur Förderung der Frömmigkeit "" die Last des Reichtumes abgenommen, alles Gold und Silber in der Kirche sollte eingeschmolzen, die Edelsteine verkauft und mit dem Gesamterlös Kriegsheere unterhalten werden."
70315	abreißen	reißen	ab	3.500000	1.354010	wir werden alles abreißen und neue unglaubliche städte des lichtes errichten, die sein werden wie wolken, feuer und ozean in einem!
70316	ablesen	lesen	ab	3.500000	1.354010	[Formel]. Es sind auf der Röhre 0,5 mm noch deutlich abzulesen, also mit vorliegender Wasserwage ein Abstand [Formel], bezw. größere Abstände auf 0,0025 mm genau zu bestimmen.
70317	abstecken	stecken	ab	3.500000	1.354010	Der Platz ist gedrängt voll Menschen; von allen Seiten rückt Nationalgarde heran, das Volk empfängt sie mit Hochs, sie steckt die Bajonette ab und entfernt sich bald wieder unter dem Beifalljauchzen des Volkes.
70318	abtransportieren	transportieren	ab	3.500000	1.433720	Die Arbeiter der nahegelegenen Fabrik für Fischereibedarf stellen die Produktion von Netzen auf Fischgeschirre um, und bald transportieren die mutierten Viecher ihre unmutierten, im Schlamm sterbenden Exartgenossen ab.
70319	abbiegen	biegen	ab	3.500000	1.581140	Doch wenn Sie die Einsamkeit vorziehen, müssen Sie auch hier nur auf eine der schönen Nebenstraßen abbiegen.
70320	abfüllen	füllen	ab	3.500000	1.649920	Auch heute noch ist neben Gemüseanbau und Tourismus der Weinbau ein sehr wichtiger Wirtschaftszweig; die Gebiets-Winzergenossenschaft Franken (GWF ) mit Sitz in Repperndorf erzeugt pro Jahr rund 12 Millionen Liter Frankenwein, der überwiegend in Bocksbeutel abgefüllt wird.
70321	abwischen	wischen	ab	3.500000	1.649920	Sie werden klar aufgefordert, die Tränen abzuwischen und möglichst schnell zur Tagesordnung überzugehen.
70322	abbiegen	biegen	ab	3.500000	1.649920	Im Tale bogen wir links ab nach der Quelle Ein Sultan, an Wasserleitungsruinen vorbei, die wahrscheinlich früher aus dieser Quelle gespeist wurden; auch soll dabei eine Zuckermühle gelegen haben, wie Robinson sagt, deren Ruinen Abeken besah.
70323	abwerten	werten	ab	3.500000	1.779510	Leider wird dieser schöne Zustand der Freundschaft sehr abgewertet durch den Begriff der Geschäftsfreundschaft.
70324	abschütteln	schütteln	ab	3.500000	1.779510	Die Buben einmal rittlings auf das Knie gesetzt, mich zwei Minuten mit ihnen durchs Zimmer gejagt, und damit basta, wieder abgeschüttelt!
70325	abgewöhnen	gewöhnen	ab	3.500000	1.840890	"Riehl (Die bürgerliche Gesellschaft, S. 88) sagt: ""Bauern kann man das Murren ebenso wenig abgewöhnen, als den Wölfen das Heulen."""
70326	abschieben	schieben	ab	3.500000	1.957890	Im Trabe schiebt das Pferd z. B. mit dem rechten Hinterbeine die Last ab.
70327	abwerten	werten	ab	3.555560	1.878240	Der US-Dollar wertet annahmegemäß gegenüber dem Euro bis Ende 2012 um 16,7% ab.
70328	abdrücken	drücken	ab	3.600000	0.966092	Dann nahm er erneut das Ziel auf und drückte ab.
70329	abfahren	fahren	ab	3.600000	0.966092	Ich bin neu hier, und habe vorgesehen, im kommenden Monat einige Tage mit der Bahn durch Kroatien zu fahren, zu einem um die Strecken mal abzufahren (bin Eisenbahnfan ), zudem auch Stadtaufenthalte zu machen, u.a. Zagreb, Rijeka.
70330	abgewöhnen	gewöhnen	ab	3.600000	0.966092	Allerdings sei dazu erwähnt, dass die Akkus damals noch recht neu waren und deshalb nur einen Teil ihrer optimalen Leistung bringen konnten, andererseits benutzte ich das Display noch extensiv und zum Teil im Dauerbetrieb, was ich mir inzwischen abgewöhnt habe.
70331	abtöten	töten	ab	3.600000	0.966092	Der Konservierungseffekt tritt ein, da die Mikroorganismen, die an natürlichen Nahrungsmitteln zwangsläufig siedeln, ihre Aktivität einstellen und zum Teil sogar abgetötet werden.
70332	abdrehen	drehen	ab	3.600000	1.173790	Zum Glück scheinst du ja wenigstens die Mutter nicht abgedreht zu haben, dass ist nämlich ein ziemlich windiges Stiftchen.
70333	abgeben	geben	ab	3.600000	1.505550	Der Traber den ich ritt sollte abgegeben werden und mein Mann meinte lapidar, willste den haben?
70334	abtransportieren	transportieren	ab	3.600000	1.505550	Als er aus dem Fenster seiner Wohnung schaut, sieht er gerade noch, wie die tote Cynthia abtransportiert wird.
70335	abrutschen	rutschen	ab	3.600000	1.505550	Nachdem ich meine Hände an seine Knie gelegt hatte, so daß er nicht abrutschen konnte, kniete er auf meinen Achseln so sicher wie zur ebenen Erde.
70336	abwischen	wischen	ab	3.600000	1.646550	Es ging mir nicht darum, mir mit Deinem Text den Allerwertesten abzuwischen.
70337	absenken	senken	ab	3.600000	1.646550	Rückwärts, auf dem östlichen Abhange des Kirchhügels, senkte der Friedhof sich ab, während die Schule der Pfarrwohnung gegenüber am Eingang der Dorfstraße errichtet war: neu, reinlich und räumlich wie diese gesamte Anlage.
70338	abdrücken	drücken	ab	3.600000	1.776390	&quot; Das ist fast so, als würde man einem Taucher unter Wasser die Luft abdrücken &quot;, sagt Schmidt.
70339	abnehmen	nehmen	ab	3.600000	1.776390	Ihre &quot; Tatwaffen &quot;, die ihr nach der Tat von den Religionswächtern abgenommen würden, blieben übrigens konfisziert, um Wiederholungstaten zu vermeiden.
70340	abtrennen	trennen	ab	3.600000	1.776390	Wenn die Grundform des Namens betont werden soll, kann man den Namen zwar groß schreiben, muß dann jedoch die Endung mit einem &quot; &apos; &quot; abtrennen.
70341	ablesen	lesen	ab	3.600000	1.837870	Pillersdorff endete seinen langen Vortrag, welchen er vielfach von einem Blatte ablas, unter großem Beifall.
70342	abgewöhnen	gewöhnen	ab	3.700000	0.948683	Doch muß das Tier fortwährend an Stricken gehalten werden, da ihm keine Abrichtung seine Raubgelüste abgewöhnen kann.
70343	abnutzen	nutzen	ab	3.700000	1.159500	Sieht eigentlich alles in Ordnung aus und kann auch nix abgenutzt sein da sie nur die Einlaufrunde hinter sich hat.
70344	abbrennen	brennen	ab	3.700000	1.337490	Die Besitzerin Anna Martschitsch in Seldorf ist vor kurzer Zeit abgebrannt.
70345	abbrennen	brennen	ab	3.700000	1.337490	Wenn man von Jemanden, dessen Haus abgebrannt ist, mit Rücksicht auf seinen Verlust sagt, er sei abgebrannt, so ist dies eine Metonymie.
70346	abdrücken	drücken	ab	3.700000	1.418140	In dem Steine sieht man zwei lange Tritte, die sich von den Füßen des heiligen Mannes abgedrückt haben.
70347	abfüllen	füllen	ab	3.700000	1.418140	Oder es wird ein Stück magerer Speck gekocht, das Fett abgefüllt, in einem anderen Topf kochend heiß gemacht, etwas Mehl darin geschwitzt, Speckbrühe dazu gerührt, die Bohnen wie oben darin gestovt und mit dem Speck angerichtet.
70348	abnehmen	nehmen	ab	3.700000	1.418140	Dabei erzählt man sich, daß in demselben Augenblicke, als an der Neuenkircher Brücke der Sarg von der Bahre abgenommen ist, die Stralsunder noch die ganze Bahre mit blanken Gulden haben bedecken müssen, so viele deren aufgehäuft darauf haben liegen können.
70349	abweisen	weisen	ab	3.700000	1.418140	Dagegen bezweifle ich nicht, daß der Beklagte auch in diesem Fall mit der contravindic. seines Teils zugelassen wurde, da es doch immer einen Unterschied machte, ob bloß der Kläger ihm gegenüber abgewiesen oder er umgekehrt ihm als Teilberechtigter anerkannt wurde.
70350	abtrennen	trennen	ab	3.700000	1.567020	Habe schon gesehen, dass der Besitzer eines Vergaser-Coopers diesen Schild abgetrennt und nur noch den oberen Teil mit Gas - und Choke-Zug Halterung erhalten hat.
70351	abwandern	wandern	ab	3.700000	1.567020	Nur die Schutzmannsposten, die langsam vor dem Fabrikthor auf und abwanderten, und das laute Leben in den Schankwirtschaften deuteten auf die Ereignisse des Tages hin.
70352	abtransportieren	transportieren	ab	3.700000	1.636390	Im ersten Obergeschoss brachen sie einen etwa 100 kg schweren Tresor aus der Wand und transportierten ihn offensichtlich mit einem Fahrzeug ab.
70353	abtasten	tasten	ab	3.700000	1.636390	Endlich streckte Reynell die Hand aus und sich tief bückend, tastete er die Dielen innen rundherum ab, so weit sein Arm nur reichte.
70354	abwischen	wischen	ab	3.700000	2.110820	Auch in Ägypten ist man der Ansicht, man soll, wenn einem die Mittel beschieden seien, erst die Seinigen genießen lassen, indem man sagt: Klebt Fett an deiner Hand, so wische sie an deinem nächsten Freunde ab.
70355	abgewöhnen	gewöhnen	ab	3.800000	0.632456	Sie müssen sich abgewöhnen, jedesmal wieder von neuem darüber zu staunen.
70356	absperren	sperren	ab	3.800000	0.632456	Plötzlich stand er neben ihr, das Tor fiel hinter ihm zu, sie sperrte ab, zündete ein Wachskerzchen an und leuchtete ihm vor.
70357	abgeben	geben	ab	3.800000	0.788811	Inserate müssen bis jeweilen spätestens Dienstag und Freitag vormittags 10 Uhr abgegeben werden.
70358	abtransportieren	transportieren	ab	3.800000	0.918937	An deren Stelle setzte man eine allerdings kostspielige Oberflächendrainage für Niederschlags- und Abfallwässer mit Ausschluss der Fäkalstoffe, die selbständig abtransportiert werden müssen.
70359	abgeben	geben	ab	3.800000	1.032800	Eigentlich sollte Susu &quot; ganz normal &quot; bei uns abgegeben werden, denn ihre Menschen wollten sie nicht mehr.
70360	abtasten	tasten	ab	3.800000	1.032800	Ein anderer Arzt untersucht mich nochmal, tastet vor allen Dingen die Lymphknoten genau ab.
70361	abnutzen	nutzen	ab	3.800000	1.032800	Da sie besonders dazu bestimmt sind, härtere Teile, wie z. B. Muschel- und Krebsschalen zu zermalmen, so bilden sie meist flache Scheiben oder mehr oder minder gewölbte Massen, welche gewöhnlich durch gegenseitige Reibung sich mehr oder minder abnutzen.
70362	abreißen	reißen	ab	3.800000	1.316560	Sie könnte dann etwa verpflichtet werden, heruntergekommene und verlassene Häuser abreißen zu lassen.
70363	abschicken	schicken	ab	3.800000	1.316560	Er machte seiner Tochter erst Mitteilung davon, als der Brief abgeschickt war.
70364	abrutschen	rutschen	ab	3.800000	1.398410	Auch ick hab ma gerade in die Hand geschnitten, als ich beim Brötchenaufschneiden abgerutscht bin.
70365	abgeben	geben	ab	3.800000	1.398410	Obwohl der Arni zu den selteneren Tieren gezählt werden muß, wird derselbe doch manchmal jung von den Gebirgsbewohnern in Schlingen gefangen und dann gewöhnlich gegen eine geringe Summe an die Befehlshaber der zunächstliegenden Kriegsposten abgegeben.
70366	abkaufen	kaufen	ab	3.800000	1.398410	Der entgegengesetzte Erfolg tritt nun für ihn ein, sobald die Umsetzung des Verhältnisses in Geldform von der anderen Seite her geschieht, d. h. sobald der Grundherr ihm das Stück Land abkauft, das er bisher zu besseren oder schlechteren Rechten besessen hat.
70367	abbrennen	brennen	ab	3.800000	1.619330	Als du sagtest das es besser abbrennen soll, dachte ich du willst Rauchzeichen machen, also schon fast kokeln.
70368	abreißen	reißen	ab	3.800000	1.686550	So nennt man ein Abbruchwerkzeug, das dann verwendet wird, wenn Stahlbetonbauteile ohne Sprengungen abgerissen werden müssen.
70369	abgeben	geben	ab	3.900000	0.737865	Hierdurch wird der Wasserabfluss überhaupt verlangsamt, durchlässiger Boden wird durch die Streudecke teilweise undurchlässig und gibt etwas mehr Wasser seitlich an die Flüsse ab, als beim Fehlen des Waldes.
70370	abkaufen	kaufen	ab	3.900000	0.875595	Wenn du dir überlegst das du vieleich, wenn überhaubt 500 Euro bezahlst und hast dann welpen mit Papieren die dir für 1500 Euro abgekauft werden dann lohnt das schon und du bist auf der sicheren Seite mit denn Welpen.
70371	ablesen	lesen	ab	3.900000	0.875595	Auf diese Werte schaut man an normalen Tagen schon sehr interessiert, um die Aktienentwicklung ablesen zu können.
70372	abkaufen	kaufen	ab	3.900000	0.875595	Er sagte zu Baruch, er beabsichtige, ihm Einiges von den soeben eingehandelten Zeugstoffen, etwa einen Schal oder Ähnliches, abzukaufen.
70373	abnehmen	nehmen	ab	3.900000	0.875595	Fremden, welche bewaffnet ankommen, sind von den Wachen die Waffen abzunehmen
70374	absperren	sperren	ab	3.900000	1.100500	Sie sind dafür verantwortlich, dass Produktströme in Leitungen und Anlagen zuverlässig abgesperrt werden.
