ContextID	Compound	Mod	Head	ModAvg	ModStd	HeadAvg	HeadStd	Context
50201	Ausdrucksfähigkeit	Ausdruck	Fähigkeit	4.100000	1.197220	4.100000	1.595130	Die Sache mit den Pflanzen und deren mangelnder Ausdrucksfähigkeit bringt mich zurück zum Thema Mensch, genauer gesagt zum Thema Behinderte: Ich bin in dieser Frage, wenn auch nur am Rande (Mißbildung zweier Zehen am rechten Fuß seit meiner Geburt ), selbst Bertoffener.
50202	Ausdrucksfähigkeit	Ausdruck	Fähigkeit	4.000000	1.563470	4.300000	0.483046	Als Redner sind Sie besonders in direkter Ansprache brillant, während es bei Ihnen an der Gabe der schriftlichen Ausdrucksfähigkeit etwas mangelt.
50203	Ausdrucksfähigkeit	Ausdruck	Fähigkeit	4.000000	1.632990	4.300000	1.059350	Ein netter Nebeneffekt ist, daß Kräuter, die unsere Ausdrucksfähigkeit stärken, allgemein kräftigend auf die Atmungsorgane wirken und vor allem auch Nacken - und Schulterverspannungen lösen.
50204	Ausdrucksfähigkeit	Ausdruck	Fähigkeit	3.600000	1.712700	4.800000	0.632456	Zu diesem vermittelten, komplizierten Verfahren hat er sich an und für sich auszubreiten; unter dem Hauptdrange nach Verständigung beschleunigt er aber dieses Verfahren durch möglichst kürzestes Verweilen beim Tone, durch völliges Außerachtlassen seiner allgemeinen Ausdrucksfähigkeit.
50205	Ausgleichsfläche	Ausgleich	Fläche	3.100000	1.728840	3.800000	2.043960	Er regt beim TIP an, die ökologischen Ausgleichsflächen in den Bergzonen III bis IV nicht wie vorgesehen ab 2015 auf 12 bzw. 15% zu erhöhen, weil dies für kleinere Betrieb zu grosse Flächen wären und die düngbaren Flächen bei mehr extensiv genutzten Wiesen abnehmen würden.
50206	Ausgleichsfläche	Ausgleich	Fläche	2.900000	2.131770	4.400000	0.843274	Sie beraten zu Fragen der Biotoppflege, aktualisieren fortlaufend das Ökoflächenkataster (Ausgleichsflächen ) und erstellen Bescheinigungen für die Vermarktung geschützter Tiere.
50207	Ausgleichsfläche	Ausgleich	Fläche	3.200000	1.475730	4.500000	0.849837	Ein Teilprojekt unserer Schulgeländegestaltung ist das Anlegen eines solchen Schulwaldes auf einer Fläche von ca. 3000 m 2. Im Zusammenhang mit dem Bau einer Schulsportanlage haben wir uns bereiterklärt in, in Eigenleistung die gesetzlich vorgeschriebene landespflegerische Ausgleichsfläche zu schaffen.
50208	Ausgleichsfläche	Ausgleich	Fläche	3.600000	1.712700	4.700000	0.674949	Das geschieht in der Regel durch die Anlage von Ausgleichsflächen sowie der Einbindung der Bauwerke durch die Umsetzung der landschaftspflegerischen Begleitplanung.
50209	Ausgleichsfläche	Ausgleich	Fläche	4.000000	0.816497	4.700000	0.948683	Bei einem Kompensationsfaktor von 0,5 entspricht dies einem Wert von 12.180 m² notwendiger Ausgleichsfläche.
50210	Ausstellungsfläche	Ausstellung	Fläche	4.400000	0.843274	3.900000	1.197220	Auch für kleinere Manufakturen und Erzeuger ist die Mediterraneo eine ideale Ausstellungsplattform, denn für diese stehen einige Ausstellungsflächen zu Sonderkonditionen zur Verfügung.
50211	Ausstellungsfläche	Ausstellung	Fläche	4.500000	1.080120	4.700000	0.674949	Auf einer Ausstellungsfläche von etwa 4000 Quadratmetern bietet das Dynamikum eine Fülle von ungewöhnlichen Erlebnis - und Mitmach-Angeboten.
50212	Ausstellungsfläche	Ausstellung	Fläche	4.400000	1.264910	4.700000	0.674949	Die Messe endete mit einer Besuchersteigerung von 21 Prozent, einem Ausstellerplus von 14 Prozent und 30 Prozent mehr Ausstellungsfläche als zur Vergleichsveranstaltung 2006. Vor zwei Jahren nutzten 393 Aussteller aus 37 und 14.900 Besucher aus 83 Ländern Kongress und Messe.
50213	Ausstellungsfläche	Ausstellung	Fläche	4.500000	1.269300	4.700000	0.948683	Sowohl in der Zentrale in Mettingen mit einer Ausstellungsfläche von 2.500 qm als auch im Auslieferungslager in Laggenbeck treffen Kunden auf ein geschultes Fachpersonal und ein breites Ersatzteillager.
50214	Ausstellungsfläche	Ausstellung	Fläche	4.800000	0.421637	4.800000	0.632456	Eine Welt voller Geheimnisse wartet auf 2.000 qm Ausstellungsfläche und 28.000 qm Außengelände darauf, von Ihnen entdeckt zu werden.
50215	Auswahlkommission	Auswahl	Kommission	4.400000	0.699206	4.400000	1.074970	Nicht alle eingereichten Vorschläge konnten dabei von der Auswahlkommission berücksichtigt werden.
50216	Auswahlkommission	Auswahl	Kommission	4.500000	0.707107	4.400000	1.074970	§ 42 Auswahlverfahren Vor der Entscheidung ueber die Zulassung zum Praxisaufstieg wird in einem Auswahlverfahren vor einer Auswahlkommission festgestellt, welche Bewerberinnen und Bewerber auf Grund ihrer Eignung, Befaehigung und fachlichen Leistung fuer den Praxisaufstieg geeignet sind.
50217	Auswahlkommission	Auswahl	Kommission	4.500000	0.849837	4.500000	0.849837	Sind unter den zugelassenen Bewerbern mehr Interessenten für eine Spezialisierungsrichtung als freie Plätze, berücksichtigt die Auswahlkommission sowohl die von Ihnen angegebenen Präferenzen, als auch die anhand der Abschlussnote gebildete Rangreihe.
50218	Auswahlkommission	Auswahl	Kommission	4.100000	1.595130	4.600000	0.843274	Der 21 - Jährige bewarb sich mit einem Kurzfilm, der in Sibirien entstanden ist - und überzeugte die Auswahlkommission.
50219	Auswahlkommission	Auswahl	Kommission	4.700000	0.674949	4.600000	0.966092	Auswahlgrundsätze 4.3 Die Auswahlkommissionen und Einstellungsbehörden sind verpflichtet, über jede Bewerbung nach Eignung, Befähigung und fachlicher Leistung (Artikel 33 Abs. 2 Grundgesetz ) zu entscheiden.
50220	Auswahlprozess	Auswahl	Prozess	4.600000	0.699206	3.800000	1.398410	Dies lässt sich auch dadurch begründen, dass angesichts der nur vorübergehenden Amtsausübung der ehrenamtlichen Richter und der Notwendigkeit einer praxisgerechten Ausgestaltung des Auswahlprozesses eine Eignungsprüfung der Bewerber nicht in gleich umfassender Weise wie im Falle der Einstellung hauptamtlicher Richter erfolgen kann.
50221	Auswahlprozess	Auswahl	Prozess	4.600000	0.843274	4.200000	1.316560	Nach einem langen Auswahlprozeß auf Katalogbasis entschieden wir uns für die 5 - Sterne-Insel Lily Beach Resort & Spa.
50222	Auswahlprozess	Auswahl	Prozess	4.600000	0.966092	4.400000	1.349900	Wie wurde sie identifiziert, wie strikt war der Auswahlprozess?
50223	Auswahlprozess	Auswahl	Prozess	4.800000	0.421637	4.500000	1.080120	Das Unternehmen entschied sich nun nach einem detaillierten Auswahlprozess, die IT-Landschaft zu modernisieren und zukünftig mit der integrierten Unternehmenssoftware SAP ERP die internen Geschäftsprozesse zu steuern.
50224	Auswahlprozess	Auswahl	Prozess	4.800000	0.632456	4.600000	0.699206	Mit diesem intensiven Auswahlprozess schafft die Suedfinanz AG die gerade für das Immobilieninvestment erforderliche Entscheidungssicherheit - ein Vorteil, von dem sowohl Eigennutzer als auch Kapitalanleger profitieren.
50225	Bahnchef	Bahn	Chef	3.900000	1.663330	4.000000	1.885620	Nachdem Bahnchef Mehdorn nach Wochen des Abwiegelns am Montag seinen Rücktritt erklären musste, präsentierte Bundesverkehrsminister Tiefensee gestern seinen neuen Wunschmanager: Rüdiger Grube.
50226	Bahnchef	Bahn	Chef	4.500000	1.581140	4.400000	1.577620	""" Das habe ich am Anfang auch geglaubt, heute bin ich anderer Meinung "", so Grubes Kritik an die Adresse seines Vorgängers als Bahnchef, Hartmut Mehdorn."
50227	Bahnchef	Bahn	Chef	4.400000	0.843274	4.800000	0.421637	Wenn man sieht wie Kroesusse namens Band (en)schef (Bahnchef, Bankchef,... oder ) sich reichlich selbst bedienen und damit sie das ungestört weiter tun können, brauchen sie ebend eine gewisse Ruhe und keinen sozialbedingten Volkszorn.
50228	Bahnchef	Bahn	Chef	4.700000	0.483046	4.900000	0.316228	Nach ersten Schätzungen entstand ein Sachschaden von rund zwei Millionen Euro 2007. 15. 04. 2006 - Die Tage Hartmut Mehdorns als Bahnchef könnten gezählt sein.
50229	Bahnchef	Bahn	Chef	4.100000	1.370320	5.000000	0.000000	csp 20.02.2011: Angst vor einem zweiten Stuttgart 21 Ministerpräsident Mappus und der Bahnchef auf Kuscheltour am Oberrhein.
50230	Ballkontakt	Ball	Kontakt	4.800000	0.632456	4.100000	1.197220	Acht Millionen Euro wurden noch für keinen anderen Zweitliga-Spieler bezahlt, doch jetzt hat man den Eindruck, als wolle der Brasilianer bei jedem Ballkontakt beweisen, dass er das viele Geld wert ist.
50231	Ballkontakt	Ball	Kontakt	4.900000	0.316228	4.300000	1.159500	Und was seine Ballkontakte betrifft - werden hier alle Ballkontakte gezählt, also auch die, wenn er den Ball 5 - mal berührt, bevor er ihn zu seinem Gegenspieler spielt?
50232	Ballkontakt	Ball	Kontakt	4.800000	0.632456	4.400000	1.264910	Gegen St. Pauli gab Ersatzkapitän Albertz zudem die zweitmeisten Torschussvorlagen und hatte die drittmeisten Ballkontakte.
50233	Ballkontakt	Ball	Kontakt	4.100000	1.663330	4.500000	1.581140	Zweikämpfe 45.83% (11.00 ) Verl. Zweikämpfe 54.17% (13.00 ) Verübte Fouls 2 (2.00 ) Gefoult worden 2 (2.00 ) - KOBIASHVILI Torchancen 1 (1.00 ) Ballkontakte 70 (70.00 ) Angek.
50234	Ballkontakt	Ball	Kontakt	5.000000	0.000000	4.800000	0.632456	Molinari verwandelte selbst - 1:0. Böblinger mit den gefühlt meisten Ballkontakten in der ersten Hälfte: Torhüter David Jach, der eine Einladung in die württembergische Auswahl erhielt und seinen Kasten bis zur 42. Minute sauber hielt.
50235	Ballspiel	Ball	Spiel	4.000000	1.885620	3.600000	2.065590	Die Umgebung des B.s zierten meistens noch Gärten, Säulengänge, Alleen, Säle zum Ballspiel und Bibliotheken.
50236	Ballspiel	Ball	Spiel	4.300000	1.567020	4.100000	1.286680	Nach der Zerstückelung der Geschwister im rituellen Ballspiel erhoben sie sich als Götter zum Himmel.
50237	Ballspiel	Ball	Spiel	4.600000	0.966092	4.200000	1.135290	Von diesem Bilde erzählt Ptolemaeus Hephaestio bei Photius (cod. 190; p. 243 Hoesch. ), dass Alexander bei seinem Anblicke durch die Ähnlichkeit beunruhigt wurde, die er zwischen seinem Genossen im Ballspiele Aristoneikos und dem Gemordeten zu finden glaubte.
50238	Ballspiel	Ball	Spiel	5.000000	0.000000	4.500000	0.849837	Sind es Videospiele, P * * nos, Ballspiele und Vierradantrieb wirklich wert, weiterhin alles zu verlieren?
50239	Ballspiel	Ball	Spiel	4.700000	0.483046	4.600000	0.966092	Oh graus, deswegen habe ich Sport schon damals gehasst:noez: Nur der Völkerball oder andere Ballspiele waren gut 5. Klasse: 1 Woche Sport gehabt.
50240	Ballspiel	Ball	Spiel	4.900000	0.316228	4.700000	0.674949	In Zusammenhäng damit steht Queen's Park, welcher namentlich für Cricket- oder Ballspiele benützt wird.
50241	Ballspiel	Ball	Spiel	4.700000	0.674949	4.700000	0.674949	Odysseus erreichte, nachdem der Erderschütterer Poseidon sein Floss im Sturme zertrümmerte, schwimmend die Gestade der Phäaken-Insel Scheria, wo er alsbald die herrliche Nausikaa beim Ballspiel überrascht und ihre Freundschaft erfleht.
50242	Ballspiel	Ball	Spiel	4.900000	0.316228	4.800000	0.632456	Das stelle ich mir dann doch sehr anschaulich vor und vielleicht würde dann sogar ich die Regeln dieses brachialen Ballspiels begreifen.
50243	Ballspiel	Ball	Spiel	4.900000	0.316228	4.900000	0.316228	Als die Zelte wieder eingeräumt waren, spielten wir Ballspiele.
50244	Ballspiel	Ball	Spiel	4.900000	0.316228	4.900000	0.316228	War nachher, nachdem die übliche Hausandacht vollendet war, noch Zeit und Muße übrig, so wurde auf dem Hofe ein allgemeines Spiel, woran Groß und Klein Teil nahm, gewöhnlich Ballspiel, angeordnet.
50245	Beckenrand	Becken	Rand	4.800000	0.632456	4.300000	1.251670	Sprung vom Beckenrand, anschließend 400 Meter schwimmen in höchstens 25 Min.
50246	Beckenrand	Becken	Rand	4.600000	0.966092	4.500000	1.080120	""" "" Nee, hängt mir zum Hals raus, diese ewige Arbeit am Beckenrand."
50247	Beckenrand	Becken	Rand	4.800000	0.421637	4.500000	1.581140	""" Bringen Sie Ihrem Kind bei, danach sofort in der Form eines U zurück zum Beckenrand zu schwimmen ""."
50248	Beckenrand	Becken	Rand	4.400000	1.577620	4.800000	0.421637	Frühschwimmer Seepferdchen: Sprung vom Beckenrand und 25 m Brustschwimmen.
50249	Beckenrand	Becken	Rand	4.900000	0.316228	4.800000	0.421637	Nichtsahnend klettert er aus dem Wasser und stolziert weiter am Beckenrand entlang.
50250	Bergarbeiter	Berg	Arbeiter	3.800000	1.813530	4.200000	1.549190	"Wie der "" Figaro "" aus Longwy meldet, ist es in Saulnes zwischen Truppen und Bergarbeitern zu einem Zusammenstoß gekommen, bei welchem mehrere Personen verwundet wurden."
50251	Bergarbeiter	Berg	Arbeiter	3.500000	1.840890	4.500000	1.269300	Indessen waren von Anfang an die Bergarbeiter in einem loseren persönlichen Abhängigkeitsverhältnis als die Ackerbauer oder die Hofleute.
50252	Bergarbeiter	Berg	Arbeiter	4.200000	1.751190	4.500000	1.581140	Die Bergarbeiter bei der Demonstration am Tag unserer Ankunft wirkten auch eher bedrohlich, insbesondere, da sie mit Dynamitstangen um sich warfen.
50253	Bergarbeiter	Berg	Arbeiter	4.545450	1.213560	4.818180	0.603023	Der Großvater war Bergarbeiter, der Vater zunächst auch, später dann Vertreter (Aufstiegsproblematik, S. 87 ).
50254	Bergarbeiter	Berg	Arbeiter	5.000000	0.000000	4.900000	0.316228	Im Westen werden Sie überall die faszinierenden Geschichten der Bergarbeiter, Holzfäller, Sträflinge und Demonstranten erleben - ob in Strahan, im Tarkine Wildnisgebiet oder auf Sarah Island.
50255	Bergarbeiter	Berg	Arbeiter	4.600000	0.699206	4.900000	0.316228	Viele Dinge des täglichen Lebens der Bergarbeiter sind noch erhalten, so daß sie hier besichtigt werden können.
50256	Bergarbeiter	Berg	Arbeiter	4.000000	1.247220	4.900000	0.316228	Die slowenischliberalen Hetzer veranstalteten eine Protestversammlung, an der aber aus Steinbrück nur etwa zehn Leute teilnahmen, ferners einige aufgeregte Leute aus Krain und 15 slowenischnationale Bergarbeiter aus Trifail, die der Bahnbeamte Mohorko am Bahnhofe empfing und ins Gasthaus Juvancic führte.
50257	Bergarbeiter	Berg	Arbeiter	4.300000	1.567020	4.900000	0.316228	wenn ich die Lage der hiesigen Bergarbeiter studieren will, so ist es unumgänglich, auch alle die Verhältnisse, welche diese Lage bedingen, zu berühren.
50258	Bergarbeiter	Berg	Arbeiter	4.200000	0.918937	5.000000	0.000000	""" - "" Wissen Sie, mein Vater war Bergarbeiter, mein Grossvater war Bergarbeiter."
50259	Bergarbeiter	Berg	Arbeiter	3.200000	1.932180	5.000000	0.000000	Bei diesen Bergarbeitern, die in der Nachbarschaft dieser Bergwerke ansässig waren, bildete sich schon früh eine Art von Korporationsgeist aus, bedingt sowohl durch den gemeinschaftlichen Beruf, als durch die soziale Stellung und oft auch durch den Umstand, dass sie den Siegern stammesfremd waren.
50260	Bergführer	Berg	Führer	4.200000	1.619330	3.800000	1.813530	Vielleicht finden wir doch noch einen bezahlbaren Bergführer oder noch ein paar erfahrene Leute bis dahin.
50261	Bergführer	Berg	Führer	3.800000	2.097620	3.900000	2.079000	Das Gesetz betrifft konkret die Ausübung von Bergführer -, Schneesportlehrer - und Wanderleiterberufen sowie das gewerbemässige Anbieten von Sportaktivitäten mit erhöhten Sicherheitsanforderungen 11.09.2013 Wallis: Wichtigkeit der Landwirtschaft erkannt Die neue Agrarpolitik 2014 - 2017 des Bunds hat Auswirkungen auf die Rolle des Kantons bei Subventionen.
50262	Bergführer	Berg	Führer	4.200000	1.619330	4.000000	1.490710	Wie aber dieser nach einer glücklichen Staroperation Bergführer werden kann, so können auch jene nach gründlicher Bekehrung für die Ehe berufen sein.
50263	Bergführer	Berg	Führer	4.100000	1.197220	4.500000	0.707107	"Sagt lngo zu seinem Bergkameraden: "" In diese Gletscherspalte ist letztes Jahr mein Bergführer gefallen."
50264	Bergführer	Berg	Führer	4.900000	0.316228	4.500000	0.707107	Unsere beiden Bergführer bescheinigten unserer Gruppe eine ausgezeichnete Leistung und Petrus sei Dank für das gute Wetter.
50265	Bergführer	Berg	Führer	4.000000	1.490710	4.500000	0.707107	- Der Bergführer (Hochgebirgs-R. ), 1909. - Herab Golli, ein fahrender Mann (desgl. ), 1909.
50266	Bergführer	Berg	Führer	4.700000	0.674949	4.500000	0.849837	Sie fahren mit dem Bergführer zum Nationalpark-Gate nach Machame, wo Ihre Kilimandscharo Trekkingtour startet.
50267	Bergführer	Berg	Führer	4.600000	1.264910	4.800000	0.421637	Unsere Tiere gingen im Walde umher und suchten sparsame Kräuter, indes der Bergführer mit dem Campiere beschäftigt war, ein helles Feuer in der Grotte anzuzünden.
50268	Bergwerk	Berg	Werk	3.800000	1.316560	2.600000	1.776390	Die Privatwerke des uralischen Bergwerksbezirkes umfassten 47 Bergwerke und 142 Hütten.
50269	Bergwerk	Berg	Werk	3.500000	1.509230	2.700000	1.766980	"Diese sollen "" alles Eisen Bergwerk, dass und zumal vorhanden ist, jeglichen Bergwerken seinen Teil Bergwerks und Erz zu Geld anschlagen ""."
50270	Bergwerk	Berg	Werk	4.545450	0.687552	3.000000	1.612450	Aufgeschoben ist nicht aufgehoben und so besuchten wir heute das Bergwerk in Falun und die schwedischen Falken (Ungar Örna ).
50271	Bergwerk	Berg	Werk	4.636360	0.674200	3.090910	2.343270	Für die Leitung eines industriellen Unternehmens (Bergwerks = und Hüttenbetrieb ) wird eine kaufmännisch geschulte, in der Eisenbranche und möglichst auch im Bergbau erfahrene Persönlichkeit im mittleren Lebensalter gesucht.
50272	Bergwerk	Berg	Werk	4.100000	1.197220	3.100000	1.911950	Das Binnenland den einheimischen kriegerischen Nationen abzugewinnen war man nicht bemüht; man begnügte sich mit dem Besitz der Bergwerke und der Stationen für den Handel und für den Fisch- und Muschelfang und hatte Mühe auch nur hier sich gegen die anwohnenden Stämme zu behaupten.
50273	Bergwerk	Berg	Werk	5.000000	0.000000	3.300000	1.828780	Schon angezündt; es gibt einen Schein, |: und damit so fahren wir bei der Nacht: |: ins Bergwerk ein.
50274	Bergwerk	Berg	Werk	4.700000	0.948683	3.400000	1.173790	Die ruhige Zeit ab November nutzen viele Betreiber von Bergbahnen und Bergwerken für Wartungsarbeiten, so dass diese Ausflugsziele nicht zur Verfügung stehen.
50275	Bergwerk	Berg	Werk	4.700000	0.483046	3.400000	1.173790	Im Bergwerk sehen Sie als erstes einen toten Zombie, um den ein Fliegenschwarm kreist.
50276	Bergwerk	Berg	Werk	4.600000	0.966092	3.500000	1.779510	Dem südlichen Marmorzug folgten Bergwerke bei Mehlmeisel, Neusorg, Pullenreuth, Schindellohe, Kreuzweiher, Waldershof, Meußeisdorf, Leutendorf, Marktredwitz.
50277	Bergwerk	Berg	Werk	4.900000	0.316228	3.900000	1.595130	In deutschen Bergwerken waren jedenfalls schon im 16. Jahrh. Holzgeleise zur Beifuhr der Erze und Kohlen im Gebrauch, und 1676 bestand eine größere derartige Bahn in England, um aus den Bergwerken von Newkastle die Steinkohlen an den Fluß Tyne zu fördern.
50278	Beschwerdeführer	Beschwerde	Führer	4.200000	0.918937	2.800000	1.751190	Allfällige Beschwerden gegen die unrichtige Einreihung der Beschwerdeführer in die Wahlkörper können innerhalb der Präclusivfrist von 8 Tagen d. i. vom 7. März bis einschließlich 14 März 1898 bei der oben bezeichneten Steuerbehörde I. Instanz stempelfrei eingebracht werden.
50279	Beschwerdeführer	Beschwerde	Führer	3.900000	1.728840	2.800000	2.299760	Durch Beschluss vom 6. Oktober 2009, dem Verfahrensbevollmächtigten des Beschwerdeführers zugegangen am 8. Oktober 2009, wies das Amtsgericht Nauen die Gehörsrüge des Beschwerdeführers zurück, die dieser wegen der Nichtzulassung der Berufung erhoben hatte.
50280	Beschwerdeführer	Beschwerde	Führer	4.600000	0.843274	2.900000	1.911950	2.3 Soweit der Beschwerdeführer eine Verletzung von Art 30 BV geltend macht, genügt die Beschwerde den Begründungsanforderungen von Art 90 Abs. 1 lit.
50281	Beschwerdeführer	Beschwerde	Führer	4.400000	0.843274	3.300000	1.494430	2. a) Das Landgericht vernahm die Tochter des Klägers sowie den Beschwerdeführer zu 2 b zu dem Inhalt des Telefonats als Zeugen und wies die Klage ab.
50282	Beschwerdeführer	Beschwerde	Führer	4.700000	0.674949	3.300000	1.494430	Die Beschwerdeführer rügen unverhältnismäßige Eingriffe in ihr Recht auf informationelle Selbstbestimmung aus Art 2 Abs. 1 in Verbindung mit Art 1 Abs. 1 GG und in ihr Grundrecht aus Art 12 Abs. 1 GG.
50283	Beschwerdeführer	Beschwerde	Führer	3.900000	2.079000	3.300000	1.888560	Die Freie und Hansestadt Hamburg hat dem Beschwerdeführer seine notwendigen Auslagen im Verfassungsbeschwerdeverfahren zu erstatten.
50284	Beschwerdeführer	Beschwerde	Führer	4.600000	0.843274	3.500000	1.178510	Kann sich der Beschwerdeführer dabei auf ausdrückliche, die Kompetenz enthaltende Verordnungen berufen, so ist es desto besser; notwendig ist das hier so wenig, wie bei jeder anderen Beschwerde, und zwar aus den Gründen, die im Folgenden liegen.
50285	Beschwerdeführer	Beschwerde	Führer	4.700000	0.674949	3.500000	1.581140	Ganz ohne Antwort wird ja regelmässig der Beschwerdeführer nicht gelassen werden, aber der Bescheid kann lauten: die Behörde habe keinen Anlass, der Beschwerde Folge zu geben, womit auch gesagt sein kann, dass man sich überhaupt mit der Sache nicht noch einmal befassen wollte.
50286	Beschwerdeführer	Beschwerde	Führer	4.400000	0.843274	3.700000	1.251670	""" Nach Lage der Sache ist dem Antrage auf Abweisung des Beschwerdeführers nicht statt zu geben."
50287	Beschwerdeführer	Beschwerde	Führer	3.800000	1.475730	3.900000	0.875595	Wenn man den Versicherungen jener Personen, die in das Geheimnis eingeweiht waren, Glauben schenken darf, so soll namentlich Rußland diese Demonstrationen anfangs mit Unwillen zurückgewiesen und die Beschwerdeführer zur Ruhe verwiesen haben.
50288	Beutezug	Beute	Zug	4.500000	0.527046	0.500000	0.527046	Sich einem Beutezuge, einem geldversprechenden Unternehmen ungesetzlicher Art anschließen.
50289	Beutezug	Beute	Zug	4.400000	1.264910	0.500000	0.849837	"-- Das Begehren, es sollen jährlich sechs Millionen Franken von der Eidgenossenschaft aus ihren Zolleinnahmen an die Kantone verteilt werden, damit letztere dieselben für Armen- und Schulzwecke, gemeinnützige Anstalten usw. benützen, wird von radikalen Zeitungen als "" Beutezug der Kantone "" bezeichnet."
50290	Beutezug	Beute	Zug	4.400000	1.577620	0.700000	1.251670	Diesmal mußten sie sich wegen Beutezügen, die sie ausschließlich gegen Lämmer und Schafböcke von Besitzern aus der Umgebung unternahmen, verantworten.
50291	Beutezug	Beute	Zug	4.200000	1.229270	0.900000	1.197220	Die Deutschen haben keine Angriffspläne wider die Tschechen, aber den tschechischen Eroberungs- und Beutezügen wollen und werden sie nicht länger sich preisgeben.
50292	Beutezug	Beute	Zug	4.500000	0.707107	0.900000	1.286680	Auf seinem täglichen Beutezug hat es der hundsgemeine Räuber Hotzenplotz (Armin Rohde ) ausgerechnet auf die Kaffeemühle von Kasperls Großmutter (Christiane Hörbiger ) abgesehen.
50293	Beutezug	Beute	Zug	3.600000	1.505550	0.900000	1.286680	dies ist ein beutezug, nicht mehr und nicht weniger.
50294	Beutezug	Beute	Zug	4.454550	1.507560	1.181820	1.537410	Aber die Räume waren groß und Grünes niemals genug; man musste sich wieder und wieder zu Pferde setzen und neue Beutezüge machen mit den erstaunten Yakuninen, die gar_nicht begriffen was das Alles sollte.
50295	Beutezug	Beute	Zug	4.000000	1.632990	1.200000	1.549190	Ein älterer Freund, dem ich zu ewigem Dank verpflichtet bin, hatte mir ein kleines Mikroskop geschenkt, und aus reiner Neugier sah ich mir nun das Ergebnis meiner Beutezüge in den Donautümpeln an, bevor ich die Tierchen an meine Fische verfütterte.
50296	Beutezug	Beute	Zug	4.700000	0.674949	1.400000	1.646550	So, falls Sie auf Beutezug, um eine zuverlässige Gewichtsabnahme Mitte zu finden sind, können Sie konzentrieren Ihre Suche auf die oben genannten Linien.
50297	Beutezug	Beute	Zug	4.400000	1.577620	1.600000	1.837870	Während sich i hre Bande auf Beutezug aufmachte, gingen die beiden anscheinend zum Saufen.
50298	Bezugsquelle	Bezug	Quelle	3.800000	1.619330	1.800000	1.686550	Seit mehr als 20 Jahren ist Bangladesh eine wichtige Bezugsquelle für die METRO GROUP, besonders im Bereich Bekleidung.
50299	Bezugsquelle	Bezug	Quelle	3.900000	1.595130	2.300000	1.702940	Ebenso wirkt die Entwicklung des Weltmarkts und daher die Vervielfachung der Bezugsquellen desselben Artikels.
50300	Bezugsquelle	Bezug	Quelle	4.700000	0.948683	2.500000	2.173070	Worum ich dich neben den Bitten um Fotos noch bitten möchte ist ne Bezugsquelle für die Krötenhaut.
50301	Bezugsquelle	Bezug	Quelle	4.500000	0.849837	2.700000	1.636390	"Wenn Ihr mehr über das "" Barfen "" erfahren wollt (Informationen, Bezugsquellen ) dann seht bei meinen "" Link 's "" nach dort erfahrt Ihr alles was Ihr darüber wissen wollt."
50302	Bezugsquelle	Bezug	Quelle	4.200000	1.549190	2.700000	1.828780	Ferner enthält der Kalender u. a. praktische Winke bei Unglücks- und Erkrankungsfällen, nützliche Angaben über Post und Telegraph, Coupons, Lotterien und Stempelmarken, Vorlagen für Stundenpläne, Schulkataloge, Tagebuch etc. Zuletzt kommt eine Anzahl reeller Bezugsquellen Wiens und Österreichs für die verschiedenen Gegenstände.
50303	Bezugsquelle	Bezug	Quelle	4.100000	0.994429	2.800000	1.932180	Als weitere Bezugsquellen wurden mir Nasu in Shimotsuke, Chichibu in Musashi, sowie die Provinzen Bingo, Jye, Idzu und Chi genannt.
50304	Bezugsquelle	Bezug	Quelle	4.300000	0.948683	3.000000	1.563470	Bezugsquelle: Verein für Heimatkunde c / o Peter Falke, Tel. 754 94 90. (Keine Werbung, redaktionelle Überzeugung; der Webmaster ).
50305	Bezugsquelle	Bezug	Quelle	3.300000	1.059350	3.000000	1.699670	Xizang ist zu einer wichtigen Bezugsquelle für die Bodenschätze geworden, die China für seine wachsende Wirtschaft benötigt.
50306	Bezugsquelle	Bezug	Quelle	3.333330	1.414210	3.000000	1.732050	Dieselbe Erfahrung machen wir ja auch an unserer Biene, welche zur Zeit der Rapsblüte ausschließlich von ihr einträgt oder in anderen Gegenden vom Buchweizen, und während solcher Zeit alle übrigen Bezugsquellen so gut wie ganz unberücksichtigt läßt.
50307	Bezugsquelle	Bezug	Quelle	3.000000	1.763830	3.100000	1.663330	Die Einfuhr von Steinkohle steigt mit jedem Jahre, der Vergrösserung der Schiffahrt und der einheimischen Industrie folgend; 1888 1,301.402 t, 1887 1,246.865 t. Cardiff und Newcastle, dann Schottland sind die wichtigsten Bezugsquellen.
50308	Bierstand	Bier	Stand	4.700000	0.483046	3.600000	1.776390	Als dann DEADSOUL TRIBE kamen, verzog ich mich wieder einmal an den Bierstand und wartete auf HATESPHERE.
50309	Bierstand	Bier	Stand	4.200000	1.619330	3.900000	1.728840	"Interessanter war da schon der Nebenschauplatz "" Bierstand "", wo die Offenbacher Gemeinde für Stimmung sorgte."
50310	Bierstand	Bier	Stand	4.400000	1.577620	4.100000	1.197220	Ich hielt mich gerade am Bierstand auf, weil ich meinen Frust in leckerem 2,8% igem ertränken wollte, da legte der VfL einen Doppelschlag durch Christiansen und Wosz hin.
50311	Bierstand	Bier	Stand	4.900000	0.316228	4.300000	1.251670	Ohne uns auch nur eines Blickes zu würdigen, ging er an uns vorbei direkt zum nächsten Bierstand.
